Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SAMN10221076	100.0	0.26	Neural Network (Specific Model)	11	0.88	225403	298.411306042885	5210161	0.51	5130	168	350231	None
SAMN10221077	100.0	0.29	Neural Network (Specific Model)	11	0.879	152289	305.3380251190992	4806751	0.51	4618	129	428990	None
SAMN10221078	100.0	0.65	Neural Network (Specific Model)	11	0.867	78866	292.5713793103448	5856940	0.5	5800	367	210107	None
SAMN10221079	100.0	0.05	Neural Network (Specific Model)	11	0.882	213612	313.2239984211565	5389193	0.51	5067	117	499890	None
SAMN10221080	100.0	0.3	Neural Network (Specific Model)	11	0.878	154707	301.4293499416115	5281472	0.51	5138	210	488718	None
SAMN10221082	100.0	0.78	Neural Network (Specific Model)	11	0.88	275585	308.3817512274959	5127452	0.51	4888	148	1105741	None
SAMN10221086	100.0	0.13	Neural Network (Specific Model)	11	0.883	225151	312.4727312872599	4797878	0.51	4529	77	326643	None
SAMN10221087	100.0	0.01	Neural Network (Specific Model)	11	0.875	129963	304.09516583568177	4802623	0.51	4613	128	525877	None
SAMN10221090	100.0	0.29	Neural Network (Specific Model)	11	0.877	68381	294.6887793783169	5306101	0.51	5276	314	208196	None
SAMN10221106	99.99	0.27	Neural Network (Specific Model)	11	0.881	112933	309.0155022736668	5081369	0.51	4838	120	295865	None
SAMN10221107	100.0	0.31	Neural Network (Specific Model)	11	0.881	225604	310.66236240474177	4990077	0.51	4724	71	658109	None
SAMN10221120	100.0	0.81	Neural Network (Specific Model)	11	0.885	207205	310.3003141361257	5013244	0.51	4775	77	760192	None
SAMN10221123	100.0	1.5	Neural Network (Specific Model)	11	0.881	221008	306.92351892213196	5265077	0.5	5047	113	530711	None
SAMN10221127	100.0	1.33	Neural Network (Specific Model)	11	0.879	287783	310.6725025746653	5138733	0.51	4855	120	669235	None
SAMN10221138	100.0	0.19	Neural Network (Specific Model)	11	0.88	119571	307.8871644295302	4995782	0.51	4768	150	269369	None
SAMN10221144	100.0	0.36	Neural Network (Specific Model)	11	0.867	64817	286.8328556073092	5527615	0.51	5582	418	214077	None
SAMN10221145	100.0	0.07	Neural Network (Specific Model)	11	0.879	168671	309.78871705510784	4845831	0.51	4591	125	495052	None
SAMN10221146	100.0	0.37	Neural Network (Specific Model)	11	0.878	195247	307.35497835497836	5084105	0.51	4851	132	473683	None
SAMN10221150	100.0	0.11	Neural Network (Specific Model)	11	0.877	147613	309.0404697001468	5035552	0.51	4769	130	399608	None
SAMN10221151	100.0	0.17	Neural Network (Specific Model)	11	0.873	81455	300.5128760008656	4765882	0.51	4621	211	241111	None
SAMN10221153	100.0	0.05	Neural Network (Specific Model)	11	0.88	158348	310.66761177753546	4848246	0.51	4585	103	397576	None
SAMN10221154	100.0	0.09	Neural Network (Specific Model)	11	0.881	193407	308.84242939052876	4946366	0.51	4709	133	566783	None
SAMN10221157	100.0	0.16	Neural Network (Specific Model)	11	0.877	112728	307.49137034726556	5050831	0.51	4809	171	380001	None
SAMN10221160	100.0	0.08	Neural Network (Specific Model)	11	0.88	218741	308.8578848950758	5061099	0.51	4813	108	414980	None
SAMN10221162	100.0	0.16	Neural Network (Specific Model)	11	0.881	182685	305.4848308051342	5336518	0.5	5142	165	542246	None
SAMN10221165	100.0	1.08	Neural Network (Specific Model)	11	0.88	185436	309.81601293974927	5214513	0.5	4946	100	610892	None
SAMN10221166	100.0	0.12	Neural Network (Specific Model)	11	0.876	115556	304.4298669891173	5162906	0.51	4962	168	505869	None
SAMN10221167	100.0	0.04	Neural Network (Specific Model)	11	0.878	111954	311.75321612349916	4960127	0.51	4664	128	516985	None
SAMN10221190	100.0	0.44	Neural Network (Specific Model)	11	0.87	66687	295.0354110581901	4906865	0.51	4829	330	287053	None
SAMN10221192	100.0	0.25	Neural Network (Specific Model)	11	0.876	186723	307.7061780104712	5022223	0.5	4775	114	379230	None
SAMN10221193	100.0	1.56	Neural Network (Specific Model)	11	0.878	229887	306.2937488124644	5496651	0.5	5263	104	586660	None
SAMN10221196	100.0	0.18	Neural Network (Specific Model)	11	0.876	91326	299.2362026359143	4967479	0.51	4856	190	348750	None
SAMN10221197	100.0	0.22	Neural Network (Specific Model)	11	0.878	42301	295.83426339285717	5426325	0.51	5376	389	160911	None
SAMN10221199	100.0	0.34	Neural Network (Specific Model)	11	0.88	105339	303.58228605625374	5179082	0.51	5013	289	273114	None
SAMN10221200	100.0	0.15	Neural Network (Specific Model)	11	0.881	105744	305.892382639504	4698131	0.51	4516	149	220248	None
SAMN10221202	100.0	1.34	Neural Network (Specific Model)	11	0.878	214664	310.1276989512647	5145125	0.51	4863	111	467542	None
SAMN10221226	100.0	0.21	Neural Network (Specific Model)	11	0.876	107940	308.6307329618517	4924321	0.51	4666	148	258579	None
SAMN10221227	100.0	1.66	Neural Network (Specific Model)	11	0.876	210569	299.9092400218699	5625148	0.5	5487	261	452293	None
SAMN10221239	100.0	0.09	Neural Network (Specific Model)	11	0.879	209922	310.9444325710622	4955914	0.51	4679	101	388585	None
SAMN10221240	100.0	0.26	Neural Network (Specific Model)	11	0.88	246842	315.03846153846155	4905726	0.51	4576	66	663468	None
SAMN10221243	100.0	0.5	Neural Network (Specific Model)	11	0.877	103790	300.5479727017262	5111326	0.51	4982	198	348096	None
SAMN10221244	100.0	0.43	Neural Network (Specific Model)	11	0.877	107637	300.99603567889	5182357	0.5	5045	210	276377	None
SAMN10221253	100.0	0.15	Neural Network (Specific Model)	11	0.879	114404	311.2716335030079	4586146	0.51	4322	143	403586	None
SAMN10221254	100.0	0.19	Neural Network (Specific Model)	11	0.875	106282	299.83446571958	4982332	0.51	4857	213	227076	None
SAMN10221263	100.0	0.13	Neural Network (Specific Model)	11	0.881	168509	309.39747899159664	5005358	0.51	4760	119	399651	None
SAMN10221265	100.0	1.89	Neural Network (Specific Model)	11	0.878	82670	305.8243083003953	5275564	0.51	5060	200	258753	None
SAMN10221279	100.0	0.15	Neural Network (Specific Model)	11	0.883	209064	314.60234860695374	4633367	0.51	4343	70	430913	None
SAMN10221284	100.0	0.04	Neural Network (Specific Model)	11	0.883	232883	309.20382165605093	4941767	0.51	4710	106	756881	None
SAMN10221286	100.0	0.67	Neural Network (Specific Model)	11	0.881	282802	310.02844073190136	5297608	0.5	5028	142	685979	None
SAMN10221287	100.0	0.19	Neural Network (Specific Model)	11	0.876	148922	307.82083862770014	4969993	0.51	4722	153	344669	None
SAMN10221292	100.0	1.31	Neural Network (Specific Model)	11	0.869	70028	278.97898047004304	5807647	0.5	6042	734	224535	None
SAMN10221297	100.0	1.25	Neural Network (Specific Model)	11	0.871	103109	287.6493484224966	5767623	0.5	5832	465	250034	None
SAMN10221317	100.0	0.52	Neural Network (Specific Model)	11	0.876	214324	308.05482815057286	5149232	0.51	4888	121	467013	None
SAMN10221321	100.0	0.23	Neural Network (Specific Model)	11	0.875	71923	299.88520513883134	4954329	0.51	4826	326	203667	None
SAMN10221323	100.0	0.24	Neural Network (Specific Model)	11	0.881	167456	310.20364484000845	4978422	0.51	4719	114	543470	None
SAMN10221325	100.0	0.23	Neural Network (Specific Model)	11	0.881	210033	308.6551579828416	5014940	0.51	4779	112	623894	None
SAMN10221328	100.0	0.04	Neural Network (Specific Model)	11	0.884	201254	319.4691330998249	4945965	0.51	4568	82	496898	None
SAMN10221329	100.0	0.75	Neural Network (Specific Model)	11	0.873	288416	303.65168320684955	5350613	0.5	5139	145	579054	None
SAMN10221337	100.0	0.06	Neural Network (Specific Model)	11	0.873	172127	298.72616185897436	5112312	0.51	4992	178	535769	None
SAMN10221349	100.0	2.19	Neural Network (Specific Model)	11	0.88	139048	309.6025211739216	5348202	0.5	5077	110	422179	None
SAMN10221356	100.0	0.06	Neural Network (Specific Model)	11	0.881	364088	311.07514685031396	5221661	0.5	4937	119	743003	None
SAMN10221357	100.0	0.51	Neural Network (Specific Model)	11	0.874	98173	296.13487551460497	5174034	0.51	5101	236	240707	None
SAMN10221358	100.0	0.1	Neural Network (Specific Model)	11	0.881	157054	309.90916701548764	5033375	0.51	4778	113	324338	None
SAMN10221361	100.0	0.13	Neural Network (Specific Model)	11	0.879	213199	311.368722186904	5004640	0.51	4719	82	483784	None
SAMN10221363	100.0	0.25	Neural Network (Specific Model)	11	0.876	146600	296.3655019412091	5479168	0.5	5409	185	567855	None
SAMN10221364	100.0	0.13	Neural Network (Specific Model)	11	0.879	125180	313.5112127150011	4904884	0.51	4593	126	410567	None
SAMN10221366	100.0	2.51	Neural Network (Specific Model)	11	0.881	197781	305.880274581062	5148214	0.5	4953	153	537018	None
SAMN10221389	100.0	0.25	Neural Network (Specific Model)	11	0.865	90361	291.5559017595308	5508653	0.5	5456	343	209461	None
SAMN10221397	100.0	1.19	Neural Network (Specific Model)	11	0.88	76396	305.9900507218104	5339328	0.5	5126	239	283834	None
SAMN10221409	100.0	0.17	Neural Network (Specific Model)	11	0.883	137092	305.6722830665543	4923634	0.51	4748	151	393376	None
SAMN10221410	100.0	0.17	Neural Network (Specific Model)	11	0.882	135329	306.760162601626	5124083	0.51	4920	139	375460	None
SAMN10221413	100.0	0.09	Neural Network (Specific Model)	11	0.877	109979	310.6387881374013	4971958	0.51	4687	130	238992	None
SAMN10221414	100.0	0.25	Neural Network (Specific Model)	11	0.876	83125	305.6675461741425	5545895	0.51	5306	219	300256	None
SAMN10221428	100.0	0.46	Neural Network (Specific Model)	11	0.878	154811	308.0945598417409	5312268	0.5	5055	121	415487	None
SAMN10221432	100.0	0.14	Neural Network (Specific Model)	11	0.878	79893	305.4897660818713	4988086	0.51	4788	200	285326	None
SAMN10221435	100.0	1.24	Neural Network (Specific Model)	11	0.882	276254	309.61755233494364	5221510	0.51	4968	89	635355	None
SAMN10221437	100.0	0.16	Neural Network (Specific Model)	11	0.883	156491	306.56524493243245	4923685	0.51	4736	149	297542	None
SAMN10221441	100.0	0.12	Neural Network (Specific Model)	11	0.875	139116	302.001002004008	5154633	0.51	4990	185	605980	None
SAMN10221442	100.0	0.0	Neural Network (Specific Model)	11	0.881	173162	310.87330411187645	5064941	0.51	4791	112	386171	None
SAMN10221444	100.0	0.15	Neural Network (Specific Model)	11	0.872	51682	294.77501579945226	4804034	0.51	4747	311	180281	None
SAMN10221445	100.0	0.27	Neural Network (Specific Model)	11	0.876	86671	303.5121453357828	5083702	0.51	4899	238	228294	None
SAMN10221446	100.0	0.19	Neural Network (Specific Model)	11	0.881	210432	311.3946649863474	5040107	0.51	4761	72	522912	None
SAMN10221451	100.0	0.23	Neural Network (Specific Model)	11	0.877	74917	306.10856079404465	5052750	0.51	4836	207	233756	None
SAMN10221453	100.0	0.1	Neural Network (Specific Model)	11	0.876	150604	309.436953275016	4956427	0.51	4687	167	508850	None
SAMN10221455	100.0	0.23	Neural Network (Specific Model)	11	0.874	122240	299.52669902912623	5497547	0.5	5356	193	446009	None
SAMN10221457	100.0	0.1	Neural Network (Specific Model)	11	0.88	112069	307.62962166809973	4868795	0.51	4652	127	303418	None
SAMN10221459	100.0	0.12	Neural Network (Specific Model)	11	0.876	123653	299.73140749846345	5002274	0.51	4881	448	297000	None
SAMN10221462	100.0	0.34	Neural Network (Specific Model)	11	0.881	96322	305.6486377396569	5145293	0.51	4955	176	287158	None
SAMN10221463	100.0	0.13	Neural Network (Specific Model)	11	0.869	85154	306.87406934694746	4970443	0.51	4701	180	228031	None
SAMN10221466	100.0	0.05	Neural Network (Specific Model)	11	0.887	256194	321.09647745120037	4832322	0.51	4457	78	578198	None
SAMN10221468	100.0	0.23	Neural Network (Specific Model)	11	0.876	78786	303.6099334995844	4996582	0.51	4812	240	266649	None
SAMN10221469	100.0	0.7	Neural Network (Specific Model)	11	0.883	179650	308.85075834175933	5179437	0.51	4945	155	340723	None
SAMN10221471	100.0	0.34	Neural Network (Specific Model)	11	0.879	160496	303.84070972886764	5195840	0.51	5016	150	536368	None
SAMN10221476	100.0	0.1	Neural Network (Specific Model)	11	0.874	166145	304.35446985446987	5018546	0.51	4810	334	388811	None
SAMN10221478	100.0	0.19	Neural Network (Specific Model)	11	0.878	100394	301.81847496206376	5424700	0.5	5272	232	298439	None
SAMN10221479	100.0	0.12	Neural Network (Specific Model)	11	0.877	149566	309.64296927562236	4717148	0.51	4459	93	428897	None
SAMN10221480	100.0	0.32	Neural Network (Specific Model)	11	0.877	118989	299.509246642009	5254783	0.51	5137	193	460893	None
SAMN10221482	100.0	0.47	Neural Network (Specific Model)	11	0.884	57139	304.82445759368835	4714182	0.51	4563	195	208758	None
SAMN10221485	100.0	1.13	Neural Network (Specific Model)	11	0.888	97087	315.507116620753	4636669	0.51	4356	119	349519	None
SAMN10221512	100.0	0.0	Neural Network (Specific Model)	11	0.877	99689	311.65077910174153	4646949	0.51	4364	151	198976	None
SAMN10221526	100.0	0.76	Neural Network (Specific Model)	11	0.88	686912	316.3079939011109	4945379	0.5	4591	46	721912	None
SAMN10221529	100.0	0.09	Neural Network (Specific Model)	11	0.877	62609	294.5711781888997	5163469	0.51	5135	348	174788	None
SAMN10221551	100.0	0.28	Neural Network (Specific Model)	11	0.878	48723	294.76054895534617	4909752	0.51	4882	279	148486	None
SAMN10221553	100.0	0.13	Neural Network (Specific Model)	11	0.884	210594	310.4771891891892	4866085	0.51	4625	69	455762	None
SAMN10221579	100.0	0.1	Neural Network (Specific Model)	11	0.877	127331	304.36414975946457	4971034	0.51	4781	158	358702	None
SAMN10221581	100.0	1.44	Neural Network (Specific Model)	11	0.883	268744	314.8033536585366	4904361	0.51	4592	56	932878	None
SAMN10221588	100.0	0.25	Neural Network (Specific Model)	11	0.878	212462	303.5117217524981	5385607	0.5	5204	172	766219	None
SAMN10221610	100.0	0.16	Neural Network (Specific Model)	11	0.884	152499	312.9646978954515	4687064	0.51	4419	108	354340	None
SAMN10221611	100.0	0.05	Neural Network (Specific Model)	11	0.887	254886	321.14336997980706	4832301	0.51	4457	80	578848	None
SAMN10221612	100.0	0.21	Neural Network (Specific Model)	11	0.883	137232	305.23016877637133	4908517	0.51	4740	126	331721	None
SAMN10221624	100.0	0.01	Neural Network (Specific Model)	11	0.88	65187	301.67310400321867	5106039	0.51	4971	249	202523	None
SAMN10221626	100.0	0.11	Neural Network (Specific Model)	11	0.874	147690	306.6921974196191	5130681	0.51	4883	150	501855	None
SAMN10221627	100.0	0.07	Neural Network (Specific Model)	11	0.878	186204	307.80833333333334	5164247	0.5	4920	129	591432	None
SAMN10221653	100.0	0.3	Neural Network (Specific Model)	11	0.884	153946	311.0054993400792	4790492	0.51	4546	98	294623	None
SAMN10221654	100.0	0.36	Neural Network (Specific Model)	11	0.875	161498	306.79785330948124	5285074	0.51	5031	104	657797	None
SAMN10221656	100.0	0.06	Neural Network (Specific Model)	11	0.878	188362	305.7455531453362	4806369	0.51	4610	139	539493	None
SAMN10221659	100.0	1.22	Neural Network (Specific Model)	11	0.883	181225	304.6525323910483	5262326	0.51	5094	195	422997	None
