target_genome	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	n_contigs_genome	n_hits_genome	median_pid_genome	median_cov_genome	mean_n_hits.blast	n_hits_genome_category	bakta.n_hits_genome	has_tra_hit	n.multihit.genes	bakta.n_distinct_hits	bakta.n_hits_genome_category	is.functional	n.distinct.func.genes	n.func.genes	is.functional.noreg	n.distinct.func.genes.noreg	n.func.genes.noreg	n.distinct.MPF_GENES	has_mandatory	has_relaxase	is.functional.coluzzi.3	is.functional.coluzzi.6	is.functional.coluzzi.12	mob_classification_coluzzi	mob_classification	functional_category	n_MPF_types	n_relaxase_types	n_virb4_types	n_t4cp_types	MOBC.n_genes	MOBF.n_genes	MOBH.n_genes	MOBP1.n_genes	virb4.n_genes	MPF_F.n_genes	MPF_I.n_genes	MPF_T.n_genes	MOBQ.n_genes	MPF_G.n_genes	MOBV.n_genes	MOBC.n_distinct_genes	MOBF.n_distinct_genes	MOBH.n_distinct_genes	MOBP1.n_distinct_genes	virb4.n_distinct_genes	MPF_F.n_distinct_genes	MPF_I.n_distinct_genes	MPF_T.n_distinct_genes	MOBQ.n_distinct_genes	MPF_G.n_distinct_genes	MOBV.n_distinct_genes	n.nonF_relaxase_types	n.nonF_MPF_types	n.replicons	n.incF.replicons	has.incF_replicon
SAMN04510557	2014-09-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	F	117	NA	3	Yes	2014	11	74	97.7475	100	2.05555555555556	[40,110]	61	1	26	35	[36,84]	TRUE	23	42	TRUE	20	38	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	1	0	NA	1	NA	NA	3	25	1	NA	NA	NA	NA	NA	1	NA	NA	1	11	1	NA	NA	NA	NA	0	1	5	4	TRUE
SAMN04510562	2014-09-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	155	ST155 Cplx	1	Yes	2014	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	1	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	5	NA	NA	NA	NA	NA	1	0	1	0	FALSE
SAMN04510563	2014-09-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	Yes	2014	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	1	3	3	TRUE
SAMN04510394	2016-02-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	E	11	ST11 Cplx	2	No	2016	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	0	0	NA	NA	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	NA	1	NA	2	NA	NA	NA	1	1	2	2	TRUE
SAMN04510388	2016-02-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	E	11	ST11 Cplx	2	No	2016	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	0	0	NA	NA	NA	1	NA	3	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	1	2	2	TRUE
SAMN04510378	2016-02-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	E	11	ST11 Cplx	2	No	2016	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	0	0	NA	NA	NA	2	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	1	2	2	TRUE
SAMN04510419	2016-02-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	E	11	ST11 Cplx	2	No	2016	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	0	0	NA	NA	NA	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	1	2	2	TRUE
SAMN04902892	2013-12-01	41.2033216	-77.1945247	Swine	Livestock	Swine	A	10	ST10 Cplx	8	Yes	2013	18	64	98.319	99.6395	1.77777777777778	[40,110]	62	1	24	32	[36,84]	FALSE	22	48	TRUE	20	44	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	2	1	0	NA	3	NA	3	1	25	15	4	NA	NA	NA	NA	1	NA	1	1	10	15	3	NA	NA	NA	1	2	9	4	TRUE
SAMN04902883	2013-10-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	101	ST101 Cplx	6	No	2013	1	35	99.123	100	0.972222222222222	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	2	1	0	NA	1	NA	1	2	11	14	6	NA	NA	NA	NA	1	NA	1	1	10	14	6	NA	NA	NA	1	2	6	3	TRUE
SAMN04902882	2013-10-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	101	ST101 Cplx	6	No	2013	1	35	99.123	100	0.972222222222222	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	2	1	0	NA	1	NA	2	2	11	14	7	NA	NA	NA	NA	1	NA	1	1	10	14	6	NA	NA	NA	1	2	18	3	TRUE
SAMN04902873	2013-07-01	41.2033216	-77.1945247	Poultry	Livestock	Chicken	B1	683	ST155 Cplx	3	Yes	2013	23	67	98.63	98.936	1.86111111111111	[40,110]	47	1	14	31	[36,84]	FALSE	20	31	FALSE	17	28	10	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	2	2	1	0	NA	2	NA	1	2	21	NA	1	NA	NA	NA	NA	1	NA	1	1	11	NA	1	NA	NA	NA	1	1	4	4	TRUE
SAMN04902866	2013-04-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	58	ST155 Cplx	1	Yes	2013	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	4	1	0	0	NA	NA	NA	1	NA	2	15	1	NA	2	NA	NA	NA	NA	1	NA	1	15	1	NA	1	NA	1	3	1	0	FALSE
SAMN04902864	2013-03-01	41.2033216	-77.1945247	Bovine	Food	Bovine	A	939	NA	0	No	2013	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	1	1	0	NA	NA	1	NA	1	NA	NA	1	NA	14	NA	NA	NA	1	NA	1	NA	NA	1	NA	14	NA	1	2	0	0	FALSE
SAMN04902856	2012-11-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	101	ST101 Cplx	0	No	2012	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	1	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	FALSE
SAMN05163875	2015-10-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	906	NA	7	Yes	2015	2	16	89.124	98.3645	0.444444444444444	[5,30)	16	1	1	15	[5,23)	FALSE	13	14	FALSE	13	14	7	TRUE	1	TRUE	TRUE	FALSE	conj	mob	incomplete	1	3	1	0	NA	1	1	1	1	16	NA	NA	NA	NA	NA	NA	1	1	1	1	11	NA	NA	NA	NA	NA	2	0	6	2	TRUE
SAMN05163867	2015-10-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	5727	NA	3	Yes	2015	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	1	3	0	FALSE
SAMN05171462	2016-01-01	31.9685988	-99.9018131	Bovine	Food	Bovine	B1	1967	ST20 Cplx	4	No	2016	1	30	98.479	100	0.833333333333333	[30,40)	29	1	0	29	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	3	1	0	NA	1	NA	3	1	13	NA	NA	1	NA	NA	NA	1	NA	1	1	10	NA	NA	1	NA	NA	2	0	3	2	TRUE
SAMN04446958	2012-06-01	64.2008413	-149.4936733	Bovine	Food	Bovine	B1	6345	NA	0	Yes	2012	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	0	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	0	0	0	FALSE
SAMN04942840	2015-09-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	5727	NA	3	Yes	2015	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	1	3	0	FALSE
SAMN04942838	2015-09-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	4086	NA	3	Yes	2015	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	3	1	0	NA	NA	1	1	1	8	NA	1	1	NA	NA	NA	NA	1	1	1	8	NA	1	1	NA	NA	3	1	3	0	FALSE
SAMN04942837	2015-09-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	4086	NA	3	Yes	2015	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	3	1	0	NA	NA	1	1	1	8	NA	1	1	NA	NA	NA	NA	1	1	1	8	NA	1	1	NA	NA	3	1	3	0	FALSE
SAMN05232928	2015-10-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	A	744	ST10 Cplx	7	Yes	2015	3	36	91.9235	100	1	[30,40)	30	1	0	30	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	1	1	0	NA	1	NA	NA	2	15	NA	1	NA	12	NA	NA	1	NA	NA	1	11	NA	1	NA	12	NA	0	2	9	3	TRUE
SAMN05232927	2015-10-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	A	744	ST10 Cplx	7	Yes	2015	3	36	91.9235	100	1	[30,40)	30	1	0	30	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	1	1	0	NA	1	NA	NA	2	14	NA	1	NA	12	NA	NA	1	NA	NA	1	11	NA	1	NA	12	NA	0	2	7	3	TRUE
SAMN05232926	2015-10-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	4086	NA	4	Yes	2015	1	36	99.396	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	1	1	2	18	NA	6	NA	NA	NA	NA	1	1	1	1	11	NA	6	NA	NA	NA	2	1	4	2	TRUE
SAMN04510413	2016-02-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	E	11	ST11 Cplx	2	No	2016	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	0	0	NA	NA	NA	3	NA	3	NA	2	NA	NA	NA	NA	NA	NA	1	NA	1	NA	2	NA	NA	NA	1	1	3	2	TRUE
SAMN04422406	2014-11-01	41.4925374	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	Yes	2014	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	1	0	NA	NA	NA	1	1	2	NA	7	NA	NA	NA	NA	NA	NA	1	1	1	NA	6	NA	NA	NA	1	1	4	3	TRUE
SAMN04422400	2014-11-01	41.4925374	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	Yes	2014	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	1	0	NA	NA	NA	1	1	2	NA	7	NA	NA	NA	NA	NA	NA	1	1	1	NA	6	NA	NA	NA	1	1	4	3	TRUE
SAMN04422393	2014-11-01	41.4925374	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	Yes	2014	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	1	0	NA	NA	NA	1	1	2	NA	7	NA	NA	NA	NA	NA	NA	1	1	1	NA	6	NA	NA	NA	1	1	4	3	TRUE
SAMN04422390	2014-11-01	41.4925374	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	Yes	2014	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	1	0	NA	NA	NA	1	1	2	NA	7	NA	NA	NA	NA	NA	NA	1	1	1	NA	6	NA	NA	NA	1	1	4	3	TRUE
SAMN04422389	2014-11-01	41.4925374	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	Yes	2014	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	1	0	NA	NA	NA	1	1	2	NA	7	NA	NA	NA	NA	NA	NA	1	1	1	NA	6	NA	NA	NA	1	1	4	3	TRUE
SAMN04422386	2014-11-01	41.4925374	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	Yes	2014	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	1	0	NA	NA	NA	1	1	2	NA	7	NA	NA	NA	NA	NA	NA	1	1	1	NA	6	NA	NA	NA	1	1	4	3	TRUE
SAMN04422382	2014-11-01	41.4925374	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	Yes	2014	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	1	0	NA	NA	NA	1	1	2	NA	6	NA	NA	NA	NA	NA	NA	1	1	1	NA	6	NA	NA	NA	1	1	4	3	TRUE
SAMN04422378	2014-11-01	41.4925374	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	Yes	2014	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	1	0	NA	NA	NA	2	1	2	NA	8	NA	NA	NA	NA	NA	NA	1	1	1	NA	6	NA	NA	NA	1	1	4	3	TRUE
SAMN04422366	2014-11-01	32.1656221	-82.9000751	Bovine	Food	Bovine	E	11	ST11 Cplx	1	No	2014	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	0	0	NA	NA	NA	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	1	2	2	TRUE
SAMN04335033	2011-09-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	2	No	2011	2	3	91.584	99.753	0.0833333333333333	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	0	0	NA	NA	NA	1	NA	3	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	1	2	2	TRUE
SAMN04335042	2012-01-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2012	1	2	94.607	99.8765	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	0	0	NA	NA	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	NA	1	NA	2	NA	NA	NA	1	1	3	3	TRUE
SAMN04913896	2014-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	A	119	NA	1	No	2014	2	6	97.7075	90.781	0.166666666666667	[5,30)	9	1	3	5	[5,23)	FALSE	3	7	FALSE	3	7	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	1	1	0	0	NA	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	0	1	2	2	TRUE
SAMN05439504	2011-12-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	5236	NA	0	Yes	2011	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	1	0	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	FALSE
SAMN05439505	2011-12-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	278	ST278 Cplx	1	Yes	2011	1	35	98.859	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	2	2	TRUE
SAMN05439506	2011-12-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	101	ST101 Cplx	3	Yes	2011	5	39	98.406	100	1.08333333333333	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	2	1	10	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	3	2	TRUE
SAMN05439510	2011-08-01	41.2033216	-77.1945247	Poultry	Livestock	Duck	B1	2248	NA	1	No	2011	2	10	58.101	92.644	0.277777777777778	[5,30)	22	1	0	22	[5,23)	FALSE	20	20	FALSE	18	18	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	2	1	0	NA	1	NA	1	1	10	NA	2	NA	4	NA	NA	1	NA	1	1	10	NA	2	NA	4	NA	1	2	2	2	TRUE
SAMN05439511	2011-08-01	41.2033216	-77.1945247	Poultry	Livestock	Duck	B1	2248	NA	0	No	2011	2	9	57.732	93.656	0.25	[5,30)	21	1	0	21	[5,23)	FALSE	19	19	FALSE	18	18	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	2	1	0	NA	1	NA	2	1	10	NA	1	NA	4	NA	NA	1	NA	1	1	10	NA	1	NA	4	NA	1	2	0	0	FALSE
SAMN05439515	2011-07-01	41.2033216	-77.1945247	Poultry	Livestock	Chicken	F	117	NA	1	No	2011	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	0	0	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	0	1	1	TRUE
SAMN05439517	2011-07-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	D	349	ST349 Cplx	1	Yes	2011	1	34	99.0295	100	0.944444444444444	[30,40)	32	1	0	32	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	2	1	0	NA	1	NA	1	1	12	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	2	2	TRUE
SAMN05439518	2011-05-01	41.2033216	-77.1945247	Poultry	Livestock	Chicken	B1	58	ST155 Cplx	3	Yes	2011	2	34	98.936	100	0.944444444444444	[30,40)	29	1	0	29	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	3	1	0	1	1	NA	3	2	10	13	5	NA	NA	NA	1	1	NA	1	1	10	13	5	NA	NA	NA	2	2	2	1	TRUE
SAMN05439481	2011-04-01	41.2033216	-77.1945247	Poultry	Livestock	Duck	B2	1946	ST568 Cplx	0	No	2011	1	33	95.322	100	0.916666666666667	[30,40)	29	1	0	29	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	14	NA	NA	NA	NA	NA	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	0	0	1	1	TRUE
SAMN05439482	2011-04-01	41.2033216	-77.1945247	Swine	Livestock	Swine	A	6534	NA	3	Yes	2011	4	35	98.79	100	0.972222222222222	[30,40)	31	1	1	30	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	12	NA	1	NA	NA	NA	NA	1	NA	1	1	10	NA	1	NA	NA	NA	1	1	3	3	TRUE
SAMN05439496	2010-08-01	41.2033216	-77.1945247	Poultry	Livestock	Duck	B1	6531	NA	3	No	2010	3	44	98.299	100	1.22222222222222	[40,110]	56	1	24	32	[36,84]	TRUE	23	43	TRUE	20	38	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	2	NA	1	2	20	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	4	3	TRUE
SAMN05226141	2012-09-01	41.2033216	-77.1945247	Poultry	Livestock	Duck	B1	2308	NA	0	No	2012	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	FALSE
SAMN05440259	2012-09-01	41.2033216	-77.1945247	Poultry	Livestock	Duck	E	130	ST31 Cplx	1	No	2012	3	12	57.7695	94.359	0.333333333333333	[5,30)	24	1	0	24	[23,36)	FALSE	20	20	FALSE	18	18	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	1	NA	NA	1	NA	NA	1	10	NA	NA	NA	1	NA	0	1	2	2	TRUE
SAMN05440263	2012-08-01	41.2033216	-77.1945247	Poultry	Livestock	Duck	B1	6539	NA	3	No	2012	1	9	57.732	93.656	0.25	[5,30)	22	1	0	22	[5,23)	FALSE	20	20	FALSE	18	18	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	1	1	0	NA	1	NA	NA	2	10	NA	6	NA	NA	NA	NA	1	NA	NA	1	10	NA	6	NA	NA	NA	0	1	3	2	TRUE
SAMN05440266	2012-08-01	41.2033216	-77.1945247	Poultry	Livestock	Duck	B2	681	NA	1	No	2012	1	33	98.235	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	2	1	0	NA	1	1	NA	2	11	NA	1	NA	18	NA	NA	1	1	NA	1	11	NA	1	NA	18	NA	1	2	2	2	TRUE
SAMN05440269	2012-08-01	41.2033216	-77.1945247	Poultry	Livestock	Duck	B1	162	ST469 Cplx	0	No	2012	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	1	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	FALSE
SAMN05440271	2012-08-01	41.2033216	-77.1945247	Poultry	Livestock	Duck	F	657	NA	0	No	2012	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	FALSE
SAMN05439567	2012-05-01	41.2033216	-77.1945247	Bovine	Food	Bovine	A	10	ST10 Cplx	3	No	2012	1	25	98.077	100	0.694444444444444	[5,30)	25	1	0	25	[23,36)	FALSE	17	17	FALSE	14	14	8	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	2	2	1	0	NA	1	NA	1	1	7	NA	7	NA	NA	NA	NA	1	NA	1	1	7	NA	7	NA	NA	NA	1	1	4	3	TRUE
SAMN05439568	2012-05-01	41.2033216	-77.1945247	Bovine	Food	Bovine	B1	718	ST446 Cplx	2	No	2012	1	34	91.6225	100	0.944444444444444	[30,40)	31	1	0	31	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	13	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	2	TRUE
SAMN05440280	2013-07-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	0	No	2013	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	FALSE
