target_genome	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	n_contigs_genome	n_hits_genome	median_pid_genome	median_cov_genome
948	SAMN10220963	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	540	NA	7	Yes	2017	1	32	98.847	100
949	SAMN10220964	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	8616	NA	7	Yes	2017	2	33	98.63	100
950	SAMN10220966	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	101	ST101 Cplx	4	Yes	2017	1	3	97.449	96.552
951	SAMN10221615	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	D	69	ST69 Cplx	2	No	2017	1	35	98.936	100
952	SAMN10221613	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	1611	NA	3	Yes	2017	28	72	99.048	97.235
953	SAMN10221612	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	5378	NA	4	No	2017	0	0	0	0
954	SAMN10221611	2017-01-01	39.784	-100.446	Swine	Food	Swine	D	362	NA	1	No	2017	0	0	0	0
955	SAMN10221610	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	8613	NA	0	No	2017	0	0	0	0
956	SAMN10221608	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	155	ST155 Cplx	5	Yes	2017	1	32	99.306	100
957	SAMN10221410	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	2787	NA	4	No	2017	1	32	99.155	100
958	SAMN10221536	2017-01-01	39.784	-100.446	Swine	Food	Swine	F	8614	NA	5	Yes	2017	2	33	98.795	100
959	SAMN10221537	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	399	ST399 Cplx	6	No	2017	0	0	0	0
960	SAMN10221413	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	58	ST155 Cplx	7	Yes	2017	1	33	99.24	100
961	SAMN10221258	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	162	ST469 Cplx	2	No	2017	1	35	98.936	100
962	SAMN10221261	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	501	NA	2	No	2017	2	37	99.248	100
963	SAMN10221260	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	3190	NA	3	No	2017	5	39	98.113	100
964	SAMN10221263	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	295	ST23 Cplx	3	Yes	2017	1	10	97.3175	100
965	SAMN10221016	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	2175	NA	2	Yes	2017	2	35	98.936	100
966	SAMN10221528	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	401	NA	2	No	2017	0	0	0	0
967	SAMN10221017	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	10	ST10 Cplx	5	Yes	2017	1	35	98.817	100
968	SAMN10221529	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	399	ST399 Cplx	4	No	2017	1	33	99.127	100
969	SAMN10221239	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	2	No	2017	1	35	98.936	100
970	SAMN10221240	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	1656	NA	3	No	2017	1	35	98.936	100
971	SAMN10221243	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	8615	NA	4	No	2017	0	0	0	0
972	SAMN10221244	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	453	ST86 Cplx	3	Yes	2017	0	0	0	0
973	SAMN10221246	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	607	NA	2	No	2017	0	0	0	0
974	SAMN10221247	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	602	ST446 Cplx	1	No	2017	1	21	98.496	100
975	SAMN10220972	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1434	ST10 Cplx	4	No	2017	0	0	0	0
976	SAMN10220973	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	F	117	NA	4	Yes	2017	2	34	99.0845	100
977	SAMN10220974	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	C	652	ST23 Cplx	4	No	2017	1	35	98.864	100
978	SAMN10220969	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	2531	ST399 Cplx	4	No	2017	1	33	99.127	100
979	SAMN10220970	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1122	NA	3	No	2017	2	32	98.83	100
980	SAMN10220971	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	399	ST399 Cplx	8	No	2017	2	32	99.0635	100
981	SAMN10220977	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B2	428	NA	6	Yes	2017	1	35	99.038	100
982	SAMN10221130	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	679	ST469 Cplx	6	No	2017	1	35	98.936	100
983	SAMN10221236	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	F	648	ST648 Cplx	5	Yes	2017	2	36	98.3695	100
984	SAMN10221132	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	428	NA	5	Yes	2017	1	35	98.936	100
985	SAMN10221328	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	70	NA	1	No	2017	0	0	0	0
986	SAMN10221329	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	8611	NA	5	Yes	2017	7	41	98.63	100
987	SAMN10221337	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	10	ST10 Cplx	4	Yes	2017	4	38	96.879	100
988	SAMN10221157	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	58	ST155 Cplx	4	Yes	2017	21	68	98.951	100
989	SAMN10221152	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	685	ST10 Cplx	2	Yes	2017	1	19	98.83	100
990	SAMN10221153	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	7957	NA	2	Yes	2017	3	34	98.799	100
991	SAMN10221154	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	5073	ST469 Cplx	3	Yes	2017	1	34	98.8405	100
992	SAMN10221155	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	1079	NA	3	No	2017	1	36	99.038	100
993	SAMN10221148	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	399	ST399 Cplx	4	No	2017	0	0	0	0
994	SAMN10221150	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	1788	NA	6	Yes	2017	0	0	0	0
995	SAMN10221151	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	46	ST46 Cplx	3	Yes	2017	1	32	98.73	100
996	SAMN10221226	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	4	Yes	2017	1	35	98.936	100
997	SAMN10221227	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	34	74	98.936	92.538
998	SAMN10221435	2017-01-01	39.784	-100.446	Swine	Food	Swine	B2	131	ST131 Cplx	4	Yes	2017	1	33	99.24	100
999	SAMN10221432	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	4450	NA	2	Yes	2017	0	0	0	0
1000	SAMN10221431	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	2531	ST399 Cplx	3	No	2017	0	0	0	0
1001	SAMN10221429	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	192	NA	4	Yes	2017	2	36	98.9	100
1002	SAMN10221428	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	162	ST469 Cplx	5	Yes	2017	1	35	98.936	100
1003	SAMN10221534	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	10	ST10 Cplx	7	Yes	2017	1	32	98.73	100
1004	SAMN10221531	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	E	1266	NA	2	Yes	2017	4	15	98.837	100
1005	SAMN10221437	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3090	NA	2	Yes	2017	1	32	99.3325	100
1006	SAMN10221583	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	1385	NA	6	Yes	2017	1	35	98.936	100
1007	SAMN10221580	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1684	NA	4	No	2017	1	32	98.8655	100
1008	SAMN10221581	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B2	141	NA	2	No	2017	1	32	99.502	100
1009	SAMN10221579	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	A	8608	NA	4	No	2017	2	24	67.677	98.2395
1010	SAMN10221586	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	2	36	99.104	100
1011	SAMN10221650	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	6	Yes	2017	1	36	98.4245	100
1012	SAMN10221655	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	607	NA	0	No	2017	0	0	0	0
1013	SAMN10221654	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1084	NA	3	Yes	2017	1	35	98.936	100
1014	SAMN10221653	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	345	NA	2	Yes	2017	0	0	0	0
1015	SAMN10221656	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	10	ST10 Cplx	2	Yes	2017	0	0	0	0
1016	SAMN10221476	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	8609	NA	2	No	2017	3	34	98.8015	100
1017	SAMN10221316	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	2025	ST155 Cplx	6	Yes	2017	25	66	98.83	99.8765
1018	SAMN10221317	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	F	5940	NA	2	Yes	2017	1	33	99.248	100
1019	SAMN10221480	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3714	ST155 Cplx	8	Yes	2017	22	68	98.999	99.8905
1020	SAMN10221296	2017-01-01	39.784	-100.446	Swine	Food	Swine	C	410	ST23 Cplx	5	Yes	2017	1	4	94.19	81.147
1021	SAMN10221297	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	115	ST38 Cplx	6	No	2017	0	0	0	0
1022	SAMN10221191	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	11	13	94.541	85.484
1023	SAMN10221190	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	401	NA	3	No	2017	3	11	97.817	100
1024	SAMN10221193	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	7	Yes	2017	1	36	98.4245	100
1025	SAMN10221192	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	8604	NA	4	No	2017	1	12	98.2735	100
1026	SAMN10221197	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	28	74	98.798	96.558
1027	SAMN10221196	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	401	NA	2	No	2017	2	34	99.126	100
1028	SAMN10221291	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	399	ST399 Cplx	5	No	2017	0	0	0	0
1029	SAMN10221292	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	115	ST38 Cplx	6	No	2017	0	0	0	0
1030	SAMN10221477	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	6401	NA	3	Yes	2017	1	35	98.352	100
1031	SAMN10221027	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	34	ST10 Cplx	2	Yes	2017	5	41	98.83	100
1032	SAMN10221026	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	58	ST155 Cplx	7	Yes	2017	1	32	98.8615	100
1033	SAMN10221025	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1716	NA	2	Yes	2017	1	30	98.847	100
1034	SAMN10221019	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	58	ST155 Cplx	7	Yes	2017	25	71	98.63	98.077
1035	SAMN10221021	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	8606	NA	8	Yes	2017	1	30	98.73	100
1036	SAMN10221020	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	10	ST10 Cplx	1	Yes	2017	1	32	98.73	100
1037	SAMN10221087	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	227	ST10 Cplx	3	Yes	2017	1	33	98.864	100
1038	SAMN10221086	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	7957	NA	1	Yes	2017	0	0	0	0
1039	SAMN10221083	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	351	NA	4	Yes	2017	1	32	99.502	100
1040	SAMN10221082	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B2	134	NA	5	Yes	2017	29	71	98.522	92.339
1041	SAMN10221079	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	E	5281	NA	3	Yes	2017	1	32	99.052	100
1042	SAMN10221078	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	115	ST38 Cplx	8	Yes	2017	1	31	99.18	100
1043	SAMN10221080	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	162	ST469 Cplx	6	Yes	2017	30	73	99.08	93.011
1044	SAMN10221202	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	1618	ST73 Cplx	2	No	2017	1	36	99.339	100
1045	SAMN10221205	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1316	NA	3	No	2017	0	0	0	0
1046	SAMN10221199	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	1304	NA	4	Yes	2017	1	34	98.73	100
1047	SAMN10221200	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	4093	NA	1	No	2017	0	0	0	0
1048	SAMN10221663	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	10	ST10 Cplx	7	Yes	2017	3	31	98.859	100
1049	SAMN10221662	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	58	ST155 Cplx	1	No	2017	1	36	98.4825	100
1050	SAMN10221665	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	3	Yes	2017	1	35	98.936	100
1051	SAMN10221659	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	6	Yes	2017	1	35	98.864	100
1052	SAMN10221661	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	A	399	ST399 Cplx	6	No	2017	0	0	0	0
1053	SAMN10221667	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	7	Yes	2017	1	35	98.936	100
1054	SAMN10221666	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	515	NA	5	Yes	2017	1	2	97.356	82.863
1055	SAMN10221453	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	361	NA	5	No	2017	6	43	98.78	100
1056	SAMN10221452	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	F	117	NA	5	Yes	2017	29	63	98.753	100
1057	SAMN10221455	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	155	ST155 Cplx	7	Yes	2017	1	33	98.558	100
1058	SAMN10221451	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	58	ST155 Cplx	5	Yes	2017	1	35	98.936	100
1059	SAMN10221457	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	86	ST86 Cplx	2	Yes	2017	1	10	97.9395	100
1060	SAMN10221366	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	355	ST73 Cplx	6	Yes	2017	1	32	99.502	100
1061	SAMN10221367	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	86	ST86 Cplx	3	Yes	2017	2	35	98.83	100
1062	SAMN10221364	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2017	1	33	99.24	100
1063	SAMN10221363	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	278	ST278 Cplx	6	No	2017	4	46	96.57	100
1064	SAMN10221361	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	1844	NA	3	Yes	2017	1	32	99.502	100
1065	SAMN10221358	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	602	ST446 Cplx	2	No	2017	1	35	98.936	100
1066	SAMN10221045	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	58	ST155 Cplx	3	No	2017	1	36	98.3695	100
1067	SAMN10221626	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	43	ST10 Cplx	2	Yes	2017	1	36	99.1865	100
1068	SAMN10221627	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	5552	NA	7	Yes	2017	1	35	98.936	100
1069	SAMN10221044	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	399	ST399 Cplx	4	No	2017	0	0	0	0
1070	SAMN10221620	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	351	NA	5	Yes	2017	1	35	98.936	100
1071	SAMN10221624	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	399	ST399 Cplx	7	No	2017	1	3	99.81	100
1072	SAMN10221625	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	2	No	2017	2	17	99.248	100
1073	SAMN10220979	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	D	69	ST69 Cplx	3	Yes	2017	2	37	98.387	100
1074	SAMN10220978	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	2556	NA	4	No	2017	1	35	98.936	100
1075	SAMN10220981	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	278	ST278 Cplx	4	Yes	2017	0	0	0	0
1076	SAMN10220980	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	428	NA	6	Yes	2017	1	35	99.038	100
1077	SAMN10220983	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	224	NA	0	No	2017	0	0	0	0
1078	SAMN10220982	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	1737	ST205 Cplx	0	No	2017	0	0	0	0
1079	SAMN10220984	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	398	ST398 Cplx	5	Yes	2017	1	35	98.859	100
1080	SAMN10220987	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	38	ST38 Cplx	10	Yes	2017	27	65	98.83	100
1081	SAMN10220986	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	93	ST168 Cplx	3	No	2017	1	17	98.864	100
1082	SAMN10221125	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	155	ST155 Cplx	5	Yes	2017	1	36	98.433	100
1083	SAMN10221127	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	1618	ST73 Cplx	3	No	2017	1	36	99.339	100
1084	SAMN10221126	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	F	117	NA	4	Yes	2017	1	35	98.864	100
1085	SAMN10221160	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1844	NA	1	Yes	2017	15	52	99.0195	100
1086	SAMN10221162	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	501	NA	3	Yes	2017	1	33	98.387	100
1087	SAMN10221164	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	1844	NA	3	Yes	2017	1	30	98.843	100
1088	SAMN10221165	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	5	Yes	2017	1	36	98.4245	100
1089	SAMN10221321	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	A	10	ST10 Cplx	6	No	2017	1	32	99.0155	100
1090	SAMN10221319	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	215	ST10 Cplx	7	No	2017	2	34	99.11	100
1091	SAMN10221318	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	428	NA	7	Yes	2017	1	35	99.038	100
1092	SAMN10221325	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	2175	NA	4	Yes	2017	1	35	98.936	100
1093	SAMN10221323	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	162	ST469 Cplx	2	No	2017	1	33	99.044	100
1094	SAMN10221146	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	640	NA	6	Yes	2017	1	35	98.936	100
1095	SAMN10221141	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	C	88	ST23 Cplx	7	No	2017	1	12	99.1645	100
1096	SAMN10221138	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	10	ST10 Cplx	5	Yes	2017	1	30	98.847	100
1097	SAMN10221145	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	7616	NA	2	Yes	2017	1	34	98.8405	100
1098	SAMN10221144	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	295	ST23 Cplx	7	No	2017	0	0	0	0
1099	SAMN10221142	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	602	ST446 Cplx	3	No	2017	1	36	98.4245	100
1100	SAMN10221548	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	540	NA	6	Yes	2017	1	32	99.502	100
1101	SAMN10221549	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	C	88	ST23 Cplx	3	Yes	2017	26	63	98.864	96.154
1102	SAMN10221551	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	A	1434	ST10 Cplx	4	No	2017	5	37	99.127	100
1103	SAMN10221552	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	F	4045	NA	5	No	2017	4	38	98.095	100
1104	SAMN10221553	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	2175	NA	2	No	2017	1	36	98.811	100
1105	SAMN10221557	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	5	Yes	2017	1	35	98.936	100
1106	SAMN10221409	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1079	NA	2	Yes	2017	0	0	0	0
1107	SAMN10221403	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	58	ST155 Cplx	5	Yes	2017	26	69	99.095	96.154
1108	SAMN10221046	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	58	ST155 Cplx	3	No	2017	1	35	98.936	100
1109	SAMN10221408	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	34	ST10 Cplx	2	Yes	2017	0	0	0	0
1110	SAMN10221072	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	227	ST10 Cplx	1	Yes	2017	0	0	0	0
1111	SAMN10221074	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B2	141	NA	3	No	2017	2	32	99.5545	100
1112	SAMN10221069	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	401	NA	4	No	2017	0	0	0	0
1113	SAMN10221070	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	3322	ST86 Cplx	6	No	2017	1	35	98.496	100
1114	SAMN10221071	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1326	NA	5	Yes	2017	0	0	0	0
1115	SAMN10221254	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	34	ST10 Cplx	4	Yes	2017	2	39	98.864	100
1116	SAMN10221253	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	48	ST10 Cplx	1	No	2017	0	0	0	0
1117	SAMN10221076	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	155	ST155 Cplx	3	No	2017	2	34	98.277	100
1118	SAMN10221077	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	227	ST10 Cplx	1	Yes	2017	0	0	0	0
1119	SAMN10221248	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	4	No	2017	8	66	98.0385	100
1120	SAMN10221589	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	101	ST101 Cplx	4	Yes	2017	1	35	99.038	100
1121	SAMN10221588	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	1611	NA	8	Yes	2017	21	63	98.69	100
1122	SAMN10221597	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	C	23	ST23 Cplx	3	Yes	2017	1	10	98.5815	99.8765
1123	SAMN10221414	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	E	57	ST350 Cplx	3	Yes	2017	4	24	99.3925	100
1124	SAMN10221468	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	4450	NA	4	Yes	2017	3	36	98.747	100
1125	SAMN10221469	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	355	ST73 Cplx	3	Yes	2017	19	61	98.765	99.506
1126	SAMN10221471	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	155	ST155 Cplx	6	Yes	2017	0	0	0	0
1127	SAMN10221526	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	978	NA	3	No	2017	1	32	99.248	100
1128	SAMN10221279	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	345	NA	0	Yes	2017	0	0	0	0
1129	SAMN10221479	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	6622	NA	1	Yes	2017	1	33	98.901	100
1130	SAMN10221478	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	501	NA	2	Yes	2017	1	35	99.038	100
1131	SAMN10221356	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	1607	NA	2	No	2017	1	32	94.5865	100
1132	SAMN10221357	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1434	ST10 Cplx	5	No	2017	0	0	0	0
1133	SAMN10221166	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	616	ST155 Cplx	7	Yes	2017	1	35	98.936	100
1134	SAMN10221167	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	58	ST155 Cplx	6	Yes	2017	1	33	99.24	100
1135	SAMN10221284	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	906	NA	4	No	2017	1	36	99.375	100
1136	SAMN10221282	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	2325	ST467 Cplx	2	Yes	2017	1	34	98.7925	100
1137	SAMN10221280	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	C	23	ST23 Cplx	4	Yes	2017	2	13	98.113	99.038
1138	SAMN10221287	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	33	81	99.038	84.677
1139	SAMN10221286	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	20	64	95.3275	100
1140	SAMN10221158	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	109	NA	0	Yes	2017	0	0	0	0
1141	SAMN10221159	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	10	ST10 Cplx	2	No	2017	1	1	52.778	49.315
1142	SAMN10221512	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	206	ST206 Cplx	3	Yes	2017	1	33	98.079	100
1143	SAMN04338475	2011-06-01	37.09024	-95.712891	Bovine	Livestock	Bovine	B1	29	ST29 Cplx	2	Yes	2011	1	32	99.0155	100
1144	SAMN04338495	2011-07-01	37.09024	-95.712891	Bovine	Livestock	Bovine	B1	29	ST29 Cplx	2	Yes	2011	0	0	0	0
1145	SAMN04338478	2011-06-01	37.09024	-95.712891	Bovine	Livestock	Bovine	B1	29	ST29 Cplx	3	Yes	2011	0	0	0	0
1146	SAMN04338476	2011-06-01	37.09024	-95.712891	Bovine	Livestock	Bovine	B1	29	ST29 Cplx	2	Yes	2011	1	32	99.0155	100
1147	SAMN04338506	2011-06-01	37.09024	-95.712891	Bovine	Livestock	Bovine	B1	29	ST29 Cplx	2	No	2011	1	2	99.077	97.5805
1148	SAMN04338474	2011-06-01	37.09024	-95.712891	Bovine	Livestock	Bovine	B1	29	ST29 Cplx	2	Yes	2011	1	32	99.0155	100
1149	SAMN05789715	2016-02-05	28.75054	-82.5001	Bovine	Livestock	Bovine	A	189	ST165 Cplx	0	Yes	2016	1	3	52.662	97.905
