new_protein_ids	accession_id	protein_id	gene	seq_len	protein_des	ReplacedBy	Organism_old	Title_old	SubType	SubName	Organism_new	Title_new	Status	gene_name	Plasmid	GenBank.Number	Host	Protein	query_protein_len
WP_001230766.1	NC_009602	YP_001294738.1	trak	729	conjugal transfer protein TraK	WP_001230766.1	Escherichia coli	conjugal transfer protein TraK (plasmid) [Escherichia coli]	plasmid|note|strain|serotype	pSFO157|enterohemorrhagic; EHEC; sorbitol-fermenting|3072/96|O157:H-	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system secretin TraK [Enterobacteriaceae]	NA	trak	pSFO157	NC_009602	Escherichia coli	TraK	242
WP_001063021.1	NC_009602	YP_001294733.1	tram	384	conjugal transfer protein TraM	WP_001063021.1	Escherichia coli	conjugal transfer protein TraM (plasmid) [Escherichia coli]	plasmid|note|strain|serotype	pSFO157|enterohemorrhagic; EHEC; sorbitol-fermenting|3072/96|O157:H-	Enterobacteriaceae	MULTISPECIES: conjugal transfer relaxosome DNA-binding protein TraM [Enterobacteriaceae]	NA	tram	pSFO157	NC_009602	Escherichia coli	TraM	127
WP_011962177.1	NC_009602	YP_001294748.1	tran	1521	conjugal transfer mating pair stabilization protein TraN	WP_011962177.1	Escherichia coli	conjugal transfer mating pair stabilization protein TraN (plasmid) [Escherichia coli]	plasmid|note|strain|serotype	pSFO157|enterohemorrhagic; EHEC; sorbitol-fermenting|3072/96|O157:H-	Escherichia coli	type-F conjugative transfer system mating-pair stabilization protein TraN [Escherichia coli]	suppressed	tran	pSFO157	NC_009602	Escherichia coli	TraN	506
WP_000782452.1	NC_009602	YP_001294756.1	trat	732	conjugal transfer surface exclusion protein TraT	WP_000782452.1	Escherichia coli	conjugal transfer surface exclusion protein TraT (plasmid) [Escherichia coli]	plasmid|note|strain|serotype	pSFO157|enterohemorrhagic; EHEC; sorbitol-fermenting|3072/96|O157:H-	Escherichia coli	conjugal transfer complement resistance protein TraT [Escherichia coli]	NA	trat	pSFO157	NC_009602	Escherichia coli	TraT	243
WP_000809899.1	NC_009602	YP_001294742.1	trav	516	conjugal transfer protein TraV	WP_000809899.1	Escherichia coli	conjugal transfer protein TraV (plasmid) [Escherichia coli]	plasmid|note|strain|serotype	pSFO157|enterohemorrhagic; EHEC; sorbitol-fermenting|3072/96|O157:H-	Escherichia coli	type IV conjugative transfer system lipoprotein TraV [Escherichia coli]	NA	trav	pSFO157	NC_009602	Escherichia coli	TraV	171
WP_000205743.1	NC_009602	YP_001294760.1	trax	747	conjugal transfer pilus acetylation protein TraX	WP_000205743.1	Escherichia coli	conjugal transfer pilus acetylation protein TraX (plasmid) [Escherichia coli]	plasmid|note|strain|serotype	pSFO157|enterohemorrhagic; EHEC; sorbitol-fermenting|3072/96|O157:H-	Escherichia coli	conjugal transfer pilus acetylase TraX [Escherichia coli]	NA	trax	pSFO157	NC_009602	Escherichia coli	TraX	248
WP_001287897.1	NC_009602	YP_001294750.1	trba	348	conjugal transfer protein TrbA	WP_001287897.1	Escherichia coli	conjugal transfer protein TrbA (plasmid) [Escherichia coli]	plasmid|note|strain|serotype	pSFO157|enterohemorrhagic; EHEC; sorbitol-fermenting|3072/96|O157:H-	Escherichia	MULTISPECIES: conjugal transfer protein TrbA [Escherichia]	NA	trba	pSFO157	NC_009602	Escherichia coli	TrbA	115
WP_001312474.1	NC_009602	YP_001294747.1	trbc	642	conjugal transfer pilus assembly protein TrbC	WP_001312474.1	Escherichia coli	conjugal transfer pilus assembly protein TrbC (plasmid) [Escherichia coli]	plasmid|note|strain|serotype	pSFO157|enterohemorrhagic; EHEC; sorbitol-fermenting|3072/96|O157:H-	Escherichia coli	type-F conjugative transfer system pilin assembly protein TrbC [Escherichia coli]	suppressed	trbc	pSFO157	NC_009602	Escherichia coli	TrbC	213
WP_001443292.1	NC_009602	YP_001294752.1	trbj	363	conjugal transfer protein TrbJ	WP_001443292.1	Escherichia coli	conjugal transfer protein TrbJ (plasmid) [Escherichia coli]	plasmid|note|strain|serotype	pSFO157|enterohemorrhagic; EHEC; sorbitol-fermenting|3072/96|O157:H-	Enterobacteriaceae	MULTISPECIES: P-type conjugative transfer protein TrbJ [Enterobacteriaceae]	NA	trbj	pSFO157	NC_009602	Escherichia coli	TrbJ	120
WP_012221062.1	NC_010119	YP_001598092.1	trad	2208	conjugal transfer protein TraD	WP_012221062.1	Salmonella enterica subsp. enterica serovar Choleraesuis	conjugal transfer protein TraD (plasmid) [Salmonella enterica subsp. enterica serovar Choleraesuis]	plasmid|note|strain|serovar|sub_species|old_name	pOU7519|hybrid of pSCV50 and pSC138|OU7519|Choleraesuis|enterica|Salmonella enterica serovar Choleraesuis	Salmonella enterica	type IV conjugative transfer system coupling protein TraD [Salmonella enterica]	NA	trad	pOU7519	NC_010119	Salmonella enterica	TraD	735
WP_001541559.1	NC_010119	YP_001598094.1	trag	807	hypothetical protein	WP_001541559.1	Salmonella enterica subsp. enterica serovar Choleraesuis	hypothetical protein pOU7519_41 (plasmid) [Salmonella enterica subsp. enterica serovar Choleraesuis]	plasmid|note|strain|serovar|sub_species|old_name	pOU7519|hybrid of pSCV50 and pSC138|OU7519|Choleraesuis|enterica|Salmonella enterica serovar Choleraesuis	Salmonella enterica	hypothetical protein [Salmonella enterica]	suppressed	trag	pOU7519	NC_010119	Salmonella enterica	TraG	268
WP_012221060.1	NC_010119	YP_001598090.1	trai	1839	hypothetical protein	WP_012221060.1	Salmonella enterica subsp. enterica serovar Choleraesuis	hypothetical protein pOU7519_37 (plasmid) [Salmonella enterica subsp. enterica serovar Choleraesuis]	plasmid|note|strain|serovar|sub_species|old_name	pOU7519|hybrid of pSCV50 and pSC138|OU7519|Choleraesuis|enterica|Salmonella enterica serovar Choleraesuis	Salmonella enterica	MobF family relaxase [Salmonella enterica]	suppressed	trai	NA	NA	NA	NA	612
WP_012221063.1	NC_010119	YP_001598093.1	trat	780	conjugal transfer surface exclusion protein TraT	WP_012221063.1	Salmonella enterica subsp. enterica serovar Choleraesuis	conjugal transfer surface exclusion protein TraT (plasmid) [Salmonella enterica subsp. enterica serovar Choleraesuis]	plasmid|note|strain|serovar|sub_species|old_name	pOU7519|hybrid of pSCV50 and pSC138|OU7519|Choleraesuis|enterica|Salmonella enterica serovar Choleraesuis	Salmonella enterica	conjugal transfer complement resistance protein TraT [Salmonella enterica]	suppressed	trat	pOU7519	NC_010119	Salmonella enterica	TraT	259
WP_000177630.1	NC_010119	YP_001598087.1	trax	741	conjugal transfer pilus acetylation protein TraX	WP_000177630.1	Salmonella enterica subsp. enterica serovar Choleraesuis	conjugal transfer pilus acetylation protein TraX (plasmid) [Salmonella enterica subsp. enterica serovar Choleraesuis]	plasmid|note|strain|serovar|sub_species|old_name	pOU7519|hybrid of pSCV50 and pSC138|OU7519|Choleraesuis|enterica|Salmonella enterica serovar Choleraesuis	Salmonella	MULTISPECIES: conjugal transfer pilus acetylase TraX [Salmonella]	NA	trax	pOU7519	NC_010119	Salmonella enterica	TraX	246
WP_000139315.1	NC_010409	YP_001711932.1	fino	561	conjugal transfer fertility inhibition protein FinO	WP_000139315.1	Escherichia coli	conjugal transfer fertility inhibition protein FinO (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: fertility inhibition protein FinO [Enterobacteriaceae]	NA	fino	pVM01	NC_010409	Escherichia coli	FinO	186
WP_000994785.1	NC_010409	YP_001711966.1	traa	360	conjugal transfer pilin subunit TraA	WP_000994785.1	Escherichia coli	conjugal transfer pilin subunit TraA (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system pilin TraA [Enterobacteriaceae]	NA	traa	pVM01	NC_010409	Escherichia coli	TraA	119
WP_000009325.1	NC_010409	YP_001711936.1	trad	2154	conjugal transfer protein TraD	WP_000009325.1	Escherichia coli	conjugal transfer protein TraD (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Escherichia coli	type IV conjugative transfer system coupling protein TraD [Escherichia coli]	NA	trad	pVM01	NC_010409	Escherichia coli	TraD	717
WP_001030376.1	NC_010409	YP_001711945.1	traf	744	conjugal pilus assembly protein TraF	WP_001030376.1	Escherichia coli	conjugal pilus assembly protein TraF (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin assembly protein TraF [Enterobacteriaceae]	NA	traf	pVM01	NC_010409	Escherichia coli	TraF	247
WP_001007037.1	NC_010409	YP_001711939.1	trag	2826	conjugal transfer mating pair stabilization protein TraG	WP_001007037.1	Escherichia coli	conjugal transfer mating pair stabilization protein TraG (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Escherichia coli	conjugal transfer mating-pair stabilization protein TraG [Escherichia coli]	NA	trag	pVM01	NC_010409	Escherichia coli	TraG	941
WP_000944319.1	NC_010409	YP_001711940.1	trah	1374	conjugal transfer pilus assembly protein TraH	WP_000944319.1	Escherichia coli	conjugal transfer pilus assembly protein TraH (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus assembly protein TraH [Enterobacteriaceae]	NA	trah	pVM01	NC_010409	Escherichia coli	TraH	457
WP_000283372.1	NC_010409	YP_001711968.1	traj	690	conjugal transfer transcriptional regulator TraJ	WP_000283372.1	Escherichia coli	conjugal transfer transcriptional regulator TraJ (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Escherichia coli	conjugal transfer transcriptional regulator TraJ [Escherichia coli]	NA	traj	pVM01	NC_010409	Escherichia coli	TraJ	229
WP_001230786.1	NC_010409	YP_001711963.1	trak	729	conjugal transfer protein TraK	WP_001230786.1	Escherichia coli	conjugal transfer protein TraK (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system secretin TraK [Enterobacteriaceae]	NA	trak	pVM01	NC_010409	Escherichia coli	TraK	242
WP_000827530.1	NC_010409	YP_001711947.1	tran	1851	conjugal transfer mating pair stabilization protein TraN	WP_000827530.1	Escherichia coli	conjugal transfer mating pair stabilization protein TraN (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system mating-pair stabilization protein TraN [Enterobacteriaceae]	NA	tran	pVM01	NC_010409	Escherichia coli	TraN	616
WP_000002785.1	NC_010409	YP_001711961.1	trap	591	conjugal transfer protein TraP	WP_000002785.1	Escherichia coli	conjugal transfer protein TraP (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus-stabilizing protein TraP [Enterobacteriaceae]	NA	trap	pVM01	NC_010409	Escherichia coli	TraP	196
WP_000549795.1	NC_010409	YP_001711944.1	traq	282	conjugal transfer pilin chaperone TraQ	WP_000549795.1	Escherichia coli	conjugal transfer pilin chaperone TraQ (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Salmonella enterica	type-F conjugative transfer system pilin chaperone TraQ [Salmonella enterica]	NA	traq	pVM01	NC_010409	Escherichia coli	TraQ	93
WP_000628107.1	NC_010409	YP_001711938.1	tras	510	conjugal transfer entry exclusion protein TraS	WP_000628107.1	Escherichia coli	conjugal transfer entry exclusion protein TraS (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Escherichia coli	conjugal transfer entry exclusion protein TraS [Escherichia coli]	NA	tras	pVM01	NC_010409	Escherichia coli	TraS	169
WP_000850422.1	NC_010409	YP_001711937.1	trat	732	conjugal transfer surface exclusion protein TraT	WP_000850422.1	Escherichia coli	conjugal transfer surface exclusion protein TraT (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Gammaproteobacteria	MULTISPECIES: conjugal transfer complement resistance protein TraT [Gammaproteobacteria]	NA	trat	pVM01	NC_010409	Escherichia coli	TraT	243
WP_000724021.1	NC_010409	YP_001711959.1	trav	516	conjugal transfer protein TraV	WP_000724021.1	Escherichia coli	conjugal transfer protein TraV (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Escherichia coli	type IV conjugative transfer system lipoprotein TraV [Escherichia coli]	NA	trav	pVM01	NC_010409	Escherichia coli	TraV	171
WP_000205748.1	NC_010409	YP_001711934.1	trax	747	conjugal transfer pilus acetylation protein TraX	WP_000205748.1	Escherichia coli	conjugal transfer pilus acetylation protein TraX (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Escherichia coli	conjugal transfer pilus acetylase TraX [Escherichia coli]	NA	trax	pVM01	NC_010409	Escherichia coli	TraX	248
WP_000239828.1	NC_010409	YP_001711967.1	tray	360	conjugal transfer protein TraY	WP_000239828.1	Escherichia coli	conjugal transfer protein TraY (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Gammaproteobacteria	MULTISPECIES: conjugal transfer relaxosome DNA-bindin protein TraY [Gammaproteobacteria]	NA	tray	pVM01	NC_010409	Escherichia coli	TraY	119
WP_000052614.1	NC_010409	YP_001711943.1	trbb	546	conjugal transfer protein TrbB	WP_000052614.1	Escherichia coli	conjugal transfer protein TrbB (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB [Enterobacteriaceae]	NA	trbb	pVM01	NC_010409	Escherichia coli	TrbB	181
WP_001104087.1	NC_010409	YP_001711948.1	trbc	639	conjugal transfer pilus assembly protein TrbC	WP_001104087.1	Escherichia coli	conjugal transfer pilus assembly protein TrbC (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin assembly protein TrbC [Enterobacteriaceae]	NA	trbc	pVM01	NC_010409	Escherichia coli	TrbC	212
WP_001057280.1	NC_010409	YP_001711960.1	trbd	321	conjugal transfer protein TrbD	WP_001057280.1	Escherichia coli	conjugal transfer protein TrbD (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: conjugal transfer protein TrbD [Enterobacteriaceae]	NA	trbd	pVM01	NC_010409	Escherichia coli	TrbD	106
WP_000864341.1	NC_010409	YP_001711946.1	trbe	258	conjugal transfer protein TrbE	WP_000864341.1	Escherichia coli	conjugal transfer protein TrbE (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Enterobacteriaceae	MULTISPECIES: conjugal transfer protein TrbE [Enterobacteriaceae]	NA	trbe	pVM01	NC_010409	Escherichia coli	TrbE	85
WP_001244870.1	NC_010409	YP_001711942.1	trbj	282	conjugal transfer protein TrbJ	WP_001244870.1	Escherichia coli	conjugal transfer protein TrbJ (plasmid) [Escherichia coli]	plasmid|strain|serotype|note	pVM01|E3|O non-typeable:H28|Avian Pathogenic Escherichia coli strain E3	Escherichia coli	P-type conjugative transfer protein TrbJ [Escherichia coli]	NA	trbj	pVM01	NC_010409	Escherichia coli	TrbJ	93
WP_000415571.1	NC_010558	YP_001816539.1	arta	336	hypothetical protein	WP_000415571.1	Escherichia coli	hypothetical protein IPF_294 (plasmid) [Escherichia coli]	plasmid	pIP1206	Enterobacteriaceae	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	NA	arta	pIP1206	NC_010558	Escherichia coli	ArtA	111
WP_000139363.1	NC_010558	YP_001816551.1	fino	561	hypothetical protein	WP_000139363.1	Escherichia coli	hypothetical protein IPF_268 (plasmid) [Escherichia coli]	plasmid	pIP1206	Enterobacteriaceae	MULTISPECIES: fertility inhibition protein FinO [Enterobacteriaceae]	NA	fino	pIP1206	NC_010558	Escherichia coli	FinO	186
WP_000340282.1	NC_010558	YP_001816522.1	traa	366	hypothetical protein	WP_000340282.1	Escherichia coli	hypothetical protein IPF_325 (plasmid) [Escherichia coli]	plasmid	pIP1206	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system pilin TraA [Enterobacteriaceae]	NA	traa	pIP1206	NC_010558	Escherichia coli	TraA	121
WP_001553836.1	NC_010558	YP_001816526.1	trab	1428	hypothetical protein	WP_001553836.1	Escherichia coli	hypothetical protein IPF_318 (plasmid) [Escherichia coli]	plasmid	pIP1206	Enterobacteriaceae	MULTISPECIES: F-type conjugal transfer pilus assembly protein TraB [Enterobacteriaceae]	NA	trab	pIP1206	NC_010558	Escherichia coli	TraB	475
WP_001064264.1	NC_010558	YP_001816530.1	trac	2628	hypothetical protein	WP_001064264.1	Escherichia coli	hypothetical protein IPF_309 (plasmid) [Escherichia coli]	plasmid	pIP1206	Enterobacteriaceae	MULTISPECIES: type IV secretion system protein TraC [Enterobacteriaceae]	NA	trac	pIP1206	NC_010558	Escherichia coli	TraC	875
WP_012372807.1	NC_010558	YP_001816548.1	trad	2172	hypothetical protein	WP_012372807.1	Escherichia coli	hypothetical protein IPF_282 (plasmid) [Escherichia coli]	plasmid	pIP1206	Escherichia coli	type IV conjugative transfer system coupling protein TraD [Escherichia coli]	NA	trad	pIP1206	NC_010558	Escherichia coli	TraD	723
WP_000399790.1	NC_010558	YP_001816524.1	trae	567	hypothetical protein	WP_000399790.1	Escherichia coli	hypothetical protein IPF_322 (plasmid) [Escherichia coli]	plasmid	pIP1206	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system protein TraE [Enterobacteriaceae]	NA	trae	pIP1206	NC_010558	Escherichia coli	TraE	188
WP_000660884.1	NC_010558	YP_001816537.1	traf	774	hypothetical protein	WP_000660884.1	Escherichia coli	hypothetical protein IPF_297 (plasmid) [Escherichia coli]	plasmid	pIP1206	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin assembly protein TraF [Enterobacteriaceae]	suppressed	traf	pIP1206	NC_010558	Escherichia coli	TraF	257
WP_001553826.1	NC_010558	YP_001816545.1	trag	2826	hypothetical protein	WP_001553826.1	Escherichia coli	hypothetical protein IPF_286 (plasmid) [Escherichia coli]	plasmid	pIP1206	Enterobacteriaceae	MULTISPECIES: conjugal transfer mating-pair stabilization protein TraG [Enterobacteriaceae]	NA	trag	pIP1206	NC_010558	Escherichia coli	TraG	941
