genome	n_genes	n_distinct_genes	conj_category	type
SAMN09267080	1	1	relaxase_type	MOBF
SAMN09267080	2	1	relaxase_type	MOBP1
SAMN09267080	1	1	relaxase_type	MOBQ
SAMN09267080	1	1	virb4	virb4
SAMN09267080	12	10	MPF_type	MPF_F
SAMN09267080	16	15	MPF_type	MPF_I
SAMN09267081	1	1	relaxase_type	MOBC
SAMN09267081	1	1	relaxase_type	MOBF
SAMN09267081	2	1	relaxase_type	MOBP1
SAMN09267081	2	1	relaxase_type	MOBQ
SAMN09267081	3	1	virb4	virb4
SAMN09267081	11	11	MPF_type	MPF_F
SAMN09267081	1	1	MPF_type	MPF_G
SAMN09267081	10	6	MPF_type	MPF_T
SAMN09267083	1	1	relaxase_type	MOBP1
SAMN09267083	1	1	virb4	virb4
SAMN09267083	2	1	MPF_type	MPF_F
SAMN09267083	1	1	MPF_type	MPF_T
SAMN09343321	1	1	relaxase_type	MOBF
SAMN09343321	1	1	virb4	virb4
SAMN09343321	10	10	MPF_type	MPF_F
SAMN09343321	1	1	MPF_type	MPF_T
SAMN09343322	1	1	relaxase_type	MOBP1
SAMN09343322	1	1	MPF_type	MPF_F
SAMN09343325	1	1	relaxase_type	MOBF
SAMN09343325	1	1	relaxase_type	MOBP1
SAMN09343325	1	1	virb4	virb4
SAMN09343325	10	10	MPF_type	MPF_F
SAMN09343327	1	1	relaxase_type	MOBF
SAMN09343327	2	1	virb4	virb4
SAMN09343327	12	10	MPF_type	MPF_F
SAMN09343327	6	6	MPF_type	MPF_T
SAMN09343328	2	1	relaxase_type	MOBP1
SAMN09343328	1	1	relaxase_type	MOBQ
SAMN09343328	15	15	MPF_type	MPF_I
SAMN09343328	6	6	MPF_type	MPF_T
SAMN09343329	1	1	relaxase_type	MOBP1
SAMN09343329	1	1	MPF_type	MPF_F
SAMN09343329	1	1	MPF_type	MPF_T
SAMN09343330	1	1	MPF_type	MPF_T
SAMN09343332	1	1	relaxase_type	MOBF
SAMN09343332	1	1	relaxase_type	MOBP1
SAMN09343332	2	1	virb4	virb4
SAMN09343332	10	10	MPF_type	MPF_F
SAMN09343332	6	6	MPF_type	MPF_T
SAMN09386341	1	1	relaxase_type	MOBF
SAMN09386341	1	1	virb4	virb4
SAMN09386341	10	10	MPF_type	MPF_F
SAMN09386342	1	1	relaxase_type	MOBF
SAMN09386342	2	1	relaxase_type	MOBP1
SAMN09386342	2	1	virb4	virb4
SAMN09386342	11	10	MPF_type	MPF_F
SAMN09386342	6	6	MPF_type	MPF_T
SAMN09386374	1	1	relaxase_type	MOBP1
SAMN09444061	1	1	relaxase_type	MOBF
SAMN09444061	1	1	relaxase_type	MOBP1
SAMN09444061	1	1	virb4	virb4
SAMN09444061	11	10	MPF_type	MPF_F
SAMN09444062	1	1	relaxase_type	MOBF
SAMN09444062	1	1	relaxase_type	MOBP1
SAMN09444062	1	1	virb4	virb4
SAMN09444062	10	10	MPF_type	MPF_F
SAMN09444062	1	1	MPF_type	MPF_T
SAMN09444063	3	1	relaxase_type	MOBF
SAMN09444063	2	1	relaxase_type	MOBP1
SAMN09444063	11	10	MPF_type	MPF_F
SAMN09444063	15	15	MPF_type	MPF_I
SAMN09444063	3	3	MPF_type	MPF_T
SAMN09444067	1	1	relaxase_type	MOBF
SAMN09444067	1	1	relaxase_type	MOBP1
SAMN09444067	2	1	relaxase_type	MOBQ
SAMN09444067	1	1	virb4	virb4
SAMN09444067	14	10	MPF_type	MPF_F
SAMN09444068	1	1	relaxase_type	MOBP1
SAMN09444068	6	1	MPF_type	MPF_F
SAMN09444069	1	1	relaxase_type	MOBP1
SAMN09444069	1	1	MPF_type	MPF_F
SAMN09444070	1	1	relaxase_type	MOBF
SAMN09444070	1	1	relaxase_type	MOBH
SAMN09444070	2	1	relaxase_type	MOBP1
SAMN09444070	2	1	virb4	virb4
SAMN09444070	21	11	MPF_type	MPF_F
SAMN09444070	1	1	MPF_type	MPF_T
SAMN09444071	1	1	relaxase_type	MOBF
SAMN09444071	2	1	virb4	virb4
SAMN09444071	9	9	MPF_type	MPF_F
SAMN09444071	6	6	MPF_type	MPF_T
SAMN09462543	4	1	relaxase_type	MOBF
SAMN09462543	1	1	relaxase_type	MOBP1
SAMN09462543	2	1	relaxase_type	MOBQ
SAMN09462543	1	1	virb4	virb4
SAMN09462543	18	10	MPF_type	MPF_F
SAMN09462543	15	15	MPF_type	MPF_I
SAMN09462543	1	1	MPF_type	MPF_T
SAMN09462545	1	1	relaxase_type	MOBF
SAMN09462545	1	1	virb4	virb4
SAMN09462545	12	10	MPF_type	MPF_F
SAMN09462575	1	1	relaxase_type	MOBQ
SAMN09462576	1	1	relaxase_type	MOBF
SAMN09462576	2	1	relaxase_type	MOBP1
SAMN09462576	1	1	virb4	virb4
SAMN09462576	10	10	MPF_type	MPF_F
SAMN09462576	15	15	MPF_type	MPF_I
SAMN09462576	2	2	MPF_type	MPF_T
SAMN09462577	2	1	relaxase_type	MOBF
SAMN09462577	1	1	relaxase_type	MOBP1
SAMN09462577	1	1	virb4	virb4
SAMN09462577	24	10	MPF_type	MPF_F
SAMN09462577	15	15	MPF_type	MPF_I
SAMN09462577	1	1	MPF_type	MPF_T
SAMN09462581	1	1	relaxase_type	MOBP1
SAMN09462583	1	1	relaxase_type	MOBF
SAMN09462583	1	1	relaxase_type	MOBP1
SAMN09462583	1	1	relaxase_type	MOBQ
SAMN09462583	1	1	virb4	virb4
SAMN09462583	10	10	MPF_type	MPF_F
SAMN09462584	1	1	relaxase_type	MOBP1
SAMN09462584	1	1	MPF_type	MPF_T
SAMN09462585	1	1	relaxase_type	MOBF
SAMN09462585	1	1	relaxase_type	MOBP1
SAMN09462585	1	1	virb4	virb4
SAMN09462585	11	10	MPF_type	MPF_F
SAMN09462585	12	12	MPF_type	MPF_I
SAMN09462585	1	1	MPF_type	MPF_T
SAMN09462586	1	1	virb4	virb4
SAMN09462586	7	6	MPF_type	MPF_T
SAMN09489333	2	1	relaxase_type	MOBP1
SAMN09489514	1	1	relaxase_type	MOBF
SAMN09489514	2	1	virb4	virb4
SAMN09489514	10	10	MPF_type	MPF_F
SAMN09489514	6	6	MPF_type	MPF_T
SAMN09489515	1	1	relaxase_type	MOBF
SAMN09489515	2	1	relaxase_type	MOBP1
SAMN09489515	2	1	virb4	virb4
SAMN09489515	11	10	MPF_type	MPF_F
SAMN09489515	6	6	MPF_type	MPF_T
SAMN09489517	1	1	relaxase_type	MOBF
SAMN09489517	1	1	relaxase_type	MOBP1
SAMN09489517	1	1	virb4	virb4
SAMN09489517	10	10	MPF_type	MPF_F
SAMN09489518	1	1	relaxase_type	MOBF
SAMN09489518	3	1	relaxase_type	MOBP1
SAMN09489518	2	1	virb4	virb4
SAMN09489518	14	10	MPF_type	MPF_F
SAMN09489518	18	18	MPF_type	MPF_G
SAMN09489518	27	15	MPF_type	MPF_I
SAMN09489518	1	1	MPF_type	MPF_T
SAMN09489521	1	1	relaxase_type	MOBF
SAMN09489521	1	1	relaxase_type	MOBH
SAMN09489521	2	1	virb4	virb4
SAMN09489521	10	10	MPF_type	MPF_F
SAMN09489521	13	13	MPF_type	MPF_G
SAMN09489521	1	1	MPF_type	MPF_T
SAMN09489545	2	1	relaxase_type	MOBP1
SAMN09489549	1	1	relaxase_type	MOBF
SAMN09489549	1	1	virb4	virb4
SAMN09489549	10	10	MPF_type	MPF_F
SAMN09489586	1	1	relaxase_type	MOBP1
SAMN09489586	1	1	virb4	virb4
SAMN09489586	10	10	MPF_type	MPF_F
SAMN09489590	1	1	relaxase_type	MOBP1
SAMN09489590	4	4	MPF_type	MPF_F
SAMN09521700	1	1	relaxase_type	MOBF
SAMN09521700	1	1	virb4	virb4
SAMN09521700	10	10	MPF_type	MPF_F
SAMN09521703	1	1	relaxase_type	MOBF
SAMN09521703	1	1	MPF_type	MPF_F
SAMN09521743	1	1	relaxase_type	MOBF
SAMN09521743	3	1	relaxase_type	MOBP1
SAMN09521743	2	1	virb4	virb4
SAMN09521743	11	10	MPF_type	MPF_F
SAMN09521743	15	15	MPF_type	MPF_I
SAMN09521743	5	5	MPF_type	MPF_T
SAMN09521746	2	1	relaxase_type	MOBF
SAMN09521746	2	1	virb4	virb4
SAMN09521746	20	10	MPF_type	MPF_F
SAMN09521748	1	1	relaxase_type	MOBP1
SAMN09521748	1	1	MPF_type	MPF_F
SAMN09521748	15	15	MPF_type	MPF_I
SAMN09521751	1	1	relaxase_type	MOBF
SAMN09521751	1	1	virb4	virb4
SAMN09521751	10	10	MPF_type	MPF_F
SAMN09545002	1	1	relaxase_type	MOBF
SAMN09545002	3	1	relaxase_type	MOBP1
SAMN09545002	1	1	relaxase_type	MOBQ
SAMN09545002	1	1	virb4	virb4
SAMN09545002	10	10	MPF_type	MPF_F
SAMN09545002	15	15	MPF_type	MPF_I
SAMN09545008	1	1	relaxase_type	MOBF
SAMN09545008	1	1	virb4	virb4
SAMN09545008	12	10	MPF_type	MPF_F
SAMN09545009	1	1	relaxase_type	MOBF
SAMN09545009	1	1	relaxase_type	MOBP1
SAMN09545009	1	1	virb4	virb4
SAMN09545009	15	10	MPF_type	MPF_F
SAMN09545063	1	1	relaxase_type	MOBF
SAMN09545063	1	1	virb4	virb4
SAMN09545063	11	10	MPF_type	MPF_F
SAMN09545063	1	1	MPF_type	MPF_G
SAMN09624583	1	1	relaxase_type	MOBQ
SAMN09624583	1	1	virb4	virb4
SAMN09624583	1	1	MPF_type	MPF_G
SAMN09624583	6	6	MPF_type	MPF_T
SAMN09624584	1	1	relaxase_type	MOBF
SAMN09624584	2	1	virb4	virb4
SAMN09624584	12	10	MPF_type	MPF_F
SAMN09624584	19	18	MPF_type	MPF_G
SAMN09624584	1	1	MPF_type	MPF_T
SAMN09624588	1	1	relaxase_type	MOBF
SAMN09624588	1	1	virb4	virb4
SAMN09624588	10	10	MPF_type	MPF_F
SAMN09624588	1	1	MPF_type	MPF_T
SAMN09624590	1	1	MPF_type	MPF_T
SAMN09624593	1	1	relaxase_type	MOBF
SAMN09624593	1	1	relaxase_type	MOBP1
SAMN09624593	1	1	virb4	virb4
SAMN09624593	13	10	MPF_type	MPF_F
SAMN09633444	1	1	relaxase_type	MOBF
SAMN09633444	1	1	relaxase_type	MOBP1
SAMN09633444	1	1	virb4	virb4
SAMN09633444	10	10	MPF_type	MPF_F
SAMN09633449	1	1	relaxase_type	MOBF
SAMN09633449	2	1	relaxase_type	MOBP1
SAMN09633449	1	1	virb4	virb4
SAMN09633449	11	10	MPF_type	MPF_F
SAMN09633452	1	1	relaxase_type	MOBP1
SAMN09633453	3	1	relaxase_type	MOBP1
SAMN09633453	1	1	relaxase_type	MOBQ
SAMN09633453	1	1	virb4	virb4
SAMN09633453	5	4	MPF_type	MPF_F
SAMN09633453	15	15	MPF_type	MPF_I
SAMN09633454	1	1	relaxase_type	MOBF
SAMN09633454	1	1	virb4	virb4
SAMN09633454	10	10	MPF_type	MPF_F
SAMN09651204	1	1	relaxase_type	MOBF
SAMN09651204	1	1	relaxase_type	MOBH
SAMN09651204	2	1	relaxase_type	MOBP1
SAMN09651204	2	1	relaxase_type	MOBQ
SAMN09651204	2	1	virb4	virb4
SAMN09651204	15	10	MPF_type	MPF_F
SAMN09651204	18	17	MPF_type	MPF_G
SAMN09651204	15	15	MPF_type	MPF_I
SAMN09651204	1	1	MPF_type	MPF_T
SAMN09666291	2	1	relaxase_type	MOBF
SAMN09666291	1	1	relaxase_type	MOBQ
SAMN09666291	1	1	virb4	virb4
SAMN09666291	24	10	MPF_type	MPF_F
SAMN09666291	2	2	MPF_type	MPF_I
SAMN09666293	2	1	relaxase_type	MOBF
SAMN09666293	1	1	relaxase_type	MOBP1
SAMN09666293	1	1	relaxase_type	MOBQ
SAMN09666293	1	1	virb4	virb4
SAMN09666293	14	11	MPF_type	MPF_F
SAMN09666293	1	1	MPF_type	MPF_T
SAMN09666295	1	1	relaxase_type	MOBP1
SAMN09666295	1	1	virb4	virb4
SAMN09666295	6	6	MPF_type	MPF_T
SAMN09693148	1	1	relaxase_type	MOBF
SAMN09693148	2	1	relaxase_type	MOBP1
SAMN09693148	1	1	virb4	virb4
SAMN09693148	15	11	MPF_type	MPF_F
SAMN09693149	1	1	relaxase_type	MOBF
SAMN09693149	2	1	relaxase_type	MOBP1
SAMN09693149	1	1	virb4	virb4
SAMN09693149	11	10	MPF_type	MPF_F
SAMN09693149	15	15	MPF_type	MPF_I
SAMN09693207	1	1	relaxase_type	MOBF
SAMN09693207	2	1	relaxase_type	MOBP1
SAMN09693207	1	1	virb4	virb4
SAMN09693207	8	8	MPF_type	MPF_F
SAMN09693207	7	6	MPF_type	MPF_T
SAMN09693210	1	1	relaxase_type	MOBF
SAMN09693210	1	1	relaxase_type	MOBQ
SAMN09693210	1	1	virb4	virb4
SAMN09693210	10	10	MPF_type	MPF_F
SAMN09725139	1	1	relaxase_type	MOBC
SAMN09725139	2	1	relaxase_type	MOBF
SAMN09725139	1	1	relaxase_type	MOBH
SAMN09725139	4	1	relaxase_type	MOBP1
SAMN09725139	4	1	virb4	virb4
SAMN09725139	34	12	MPF_type	MPF_F
SAMN09725139	15	15	MPF_type	MPF_I
SAMN09725139	8	4	MPF_type	MPF_T
SAMN09725140	1	1	relaxase_type	MOBF
SAMN09725140	1	1	relaxase_type	MOBQ
SAMN09725140	5	3	MPF_type	MPF_F
SAMN09725141	4	1	MPF_type	MPF_F
SAMN09725155	1	1	relaxase_type	MOBF
SAMN09725155	1	1	virb4	virb4
SAMN09725155	10	10	MPF_type	MPF_F
SAMN09725160	1	1	relaxase_type	MOBF
SAMN09725160	1	1	relaxase_type	MOBP1
SAMN09725160	1	1	relaxase_type	MOBQ
SAMN09725160	8	5	MPF_type	MPF_F
SAMN09725172	1	1	relaxase_type	MOBF
SAMN09725172	2	1	relaxase_type	MOBP1
SAMN09725172	1	1	relaxase_type	MOBQ
SAMN09725172	7	5	MPF_type	MPF_F
SAMN09725172	15	15	MPF_type	MPF_I
SAMN09725173	2	1	relaxase_type	MOBP1
SAMN09725173	4	1	MPF_type	MPF_F
SAMN09725173	1	1	MPF_type	MPF_T
SAMN09725174	1	1	relaxase_type	MOBP1
SAMN09725174	15	15	MPF_type	MPF_I
SAMN09725178	1	1	relaxase_type	MOBF
SAMN09725178	1	1	relaxase_type	MOBQ
SAMN09725178	8	5	MPF_type	MPF_F
SAMN09725178	1	1	MPF_type	MPF_T
SAMN09725183	1	1	relaxase_type	MOBF
SAMN09725183	3	1	relaxase_type	MOBP1
SAMN09725183	4	4	MPF_type	MPF_F
SAMN09725183	15	15	MPF_type	MPF_I
SAMN09725185	1	1	relaxase_type	MOBF
SAMN09725185	2	1	relaxase_type	MOBP1
SAMN09725185	1	1	virb4	virb4
SAMN09725185	11	10	MPF_type	MPF_F
SAMN09725185	15	15	MPF_type	MPF_I
SAMN09725191	3	1	relaxase_type	MOBF
SAMN09725191	2	1	virb4	virb4
SAMN09725191	16	10	MPF_type	MPF_F
SAMN09725194	1	1	relaxase_type	MOBF
SAMN09725194	1	1	relaxase_type	MOBP1
SAMN09725194	2	1	virb4	virb4
SAMN09725194	13	10	MPF_type	MPF_F
SAMN09725194	15	15	MPF_type	MPF_I
SAMN09725195	1	1	relaxase_type	MOBF
SAMN09725195	1	1	relaxase_type	MOBH
SAMN09725195	3	1	virb4	virb4
SAMN09725195	20	12	MPF_type	MPF_F
SAMN09725195	7	6	MPF_type	MPF_T
SAMN09725208	1	1	relaxase_type	MOBF
SAMN09725208	1	1	relaxase_type	MOBP1
SAMN09725208	1	1	virb4	virb4
SAMN09725208	11	10	MPF_type	MPF_F
SAMN09725208	15	15	MPF_type	MPF_I
SAMN09726411	1	1	relaxase_type	MOBF
SAMN09726411	1	1	relaxase_type	MOBP1
SAMN09726411	1	1	virb4	virb4
SAMN09726411	12	10	MPF_type	MPF_F
SAMN09726411	12	12	MPF_type	MPF_I
SAMN09726412	1	1	relaxase_type	MOBF
SAMN09726412	1	1	relaxase_type	MOBH
SAMN09726412	1	1	relaxase_type	MOBP1
SAMN09726412	1	1	relaxase_type	MOBQ
SAMN09726412	2	1	virb4	virb4
SAMN09726412	23	12	MPF_type	MPF_F
SAMN09726412	15	15	MPF_type	MPF_I
SAMN09726412	1	1	MPF_type	MPF_T
SAMN09726415	2	1	relaxase_type	MOBF
SAMN09726415	2	1	relaxase_type	MOBP1
SAMN09726415	1	1	relaxase_type	MOBQ
SAMN09726415	2	1	virb4	virb4
SAMN09726415	14	10	MPF_type	MPF_F
SAMN09726415	15	15	MPF_type	MPF_I
SAMN09726415	9	6	MPF_type	MPF_T
SAMN09726418	1	1	relaxase_type	MOBP1
SAMN09726418	1	1	virb4	virb4
SAMN09726418	11	8	MPF_type	MPF_F
SAMN09727445	1	1	relaxase_type	MOBF
SAMN09727445	1	1	virb4	virb4
SAMN09727445	11	10	MPF_type	MPF_F
SAMN09728987	1	1	relaxase_type	MOBC
SAMN09728987	1	1	relaxase_type	MOBF
SAMN09728987	1	1	relaxase_type	MOBQ
SAMN09728987	4	1	virb4	virb4
SAMN09728987	17	11	MPF_type	MPF_F
SAMN09728987	5	5	MPF_type	MPF_T
SAMN09730234	1	1	relaxase_type	MOBF
SAMN09730234	1	1	relaxase_type	MOBP1
SAMN09730234	1	1	virb4	virb4
SAMN09730234	10	10	MPF_type	MPF_F
SAMN09741906	1	1	relaxase_type	MOBP1
SAMN09741906	15	15	MPF_type	MPF_I
SAMN09741908	3	1	relaxase_type	MOBP1
SAMN09741908	1	1	virb4	virb4
SAMN09741908	5	5	MPF_type	MPF_T
SAMN09742378	1	1	relaxase_type	MOBP1
SAMN09742378	1	1	MPF_type	MPF_T
SAMN09742384	1	1	relaxase_type	MOBF
SAMN09742384	1	1	relaxase_type	MOBP1
SAMN09742384	1	1	relaxase_type	MOBQ
SAMN09742384	1	1	virb4	virb4
SAMN09742384	12	10	MPF_type	MPF_F
SAMN09742384	15	15	MPF_type	MPF_I
SAMN09742387	1	1	relaxase_type	MOBF
SAMN09742387	1	1	relaxase_type	MOBP1
SAMN09742387	1	1	virb4	virb4
SAMN09742387	11	10	MPF_type	MPF_F
SAMN09756542	1	1	relaxase_type	MOBP1
SAMN09756546	1	1	relaxase_type	MOBF
SAMN09756546	7	7	MPF_type	MPF_F
SAMN09756550	2	1	relaxase_type	MOBF
SAMN09756550	1	1	virb4	virb4
SAMN09756550	21	10	MPF_type	MPF_F
SAMN09756550	2	2	MPF_type	MPF_I
SAMN09780226	2	1	relaxase_type	MOBP1
SAMN09780226	10	9	MPF_type	MPF_F
SAMN09780226	1	1	MPF_type	MPF_T
SAMN09780227	1	1	relaxase_type	MOBF
SAMN09780227	4	1	relaxase_type	MOBP1
SAMN09780227	2	1	virb4	virb4
SAMN09780227	12	10	MPF_type	MPF_F
SAMN09780227	15	15	MPF_type	MPF_I
SAMN09780227	6	6	MPF_type	MPF_T
SAMN09780228	2	2	MPF_type	MPF_T
SAMN09784429	1	1	relaxase_type	MOBP1
SAMN09784429	1	1	relaxase_type	MOBQ
SAMN09784432	2	1	relaxase_type	MOBP1
SAMN09784432	3	1	MPF_type	MPF_F
SAMN09784433	1	1	relaxase_type	MOBF
SAMN09784433	1	1	relaxase_type	MOBP1
SAMN09784433	1	1	virb4	virb4
SAMN09784433	13	10	MPF_type	MPF_F
SAMN09784437	1	1	relaxase_type	MOBF
SAMN09784437	1	1	relaxase_type	MOBP1
SAMN09784437	1	1	virb4	virb4
SAMN09784437	11	10	MPF_type	MPF_F
SAMN09828447	1	1	relaxase_type	MOBF
SAMN09828447	1	1	relaxase_type	MOBP1
SAMN09828447	1	1	virb4	virb4
SAMN09828447	11	10	MPF_type	MPF_F
SAMN09828447	5	3	MPF_type	MPF_T
SAMN09828448	1	1	relaxase_type	MOBP1
SAMN09828448	1	1	MPF_type	MPF_F
SAMN09828448	1	1	MPF_type	MPF_T
SAMN09828459	1	1	relaxase_type	MOBH
SAMN09828459	1	1	relaxase_type	MOBP1
SAMN09828459	1	1	virb4	virb4
SAMN09828459	5	4	MPF_type	MPF_F
SAMN09828459	15	15	MPF_type	MPF_I
SAMN09828459	7	6	MPF_type	MPF_T
SAMN09828461	1	1	relaxase_type	MOBF
SAMN09828461	1	1	relaxase_type	MOBQ
SAMN09828461	1	1	virb4	virb4
SAMN09828461	12	10	MPF_type	MPF_F
SAMN09828462	1	1	relaxase_type	MOBP1
SAMN09828463	1	1	relaxase_type	MOBC
SAMN09828463	1	1	relaxase_type	MOBF
SAMN09828463	2	1	relaxase_type	MOBP1
SAMN09828463	3	1	virb4	virb4
SAMN09828463	7	7	MPF_type	MPF_F
SAMN09828463	10	6	MPF_type	MPF_T
SAMN09828464	1	1	relaxase_type	MOBF
SAMN09828464	1	1	relaxase_type	MOBP1
SAMN09828464	1	1	virb4	virb4
SAMN09828464	4	4	MPF_type	MPF_F
SAMN09828464	15	15	MPF_type	MPF_I
SAMN09828464	1	1	MPF_type	MPF_T
SAMN09828465	1	1	relaxase_type	MOBP1
SAMN09828465	1	1	relaxase_type	MOBQ
SAMN09828467	1	1	relaxase_type	MOBP1
SAMN09828467	1	1	virb4	virb4
SAMN09828467	1	1	MPF_type	MPF_F
SAMN09828467	6	6	MPF_type	MPF_T
SAMN09828468	1	1	relaxase_type	MOBF
SAMN09828468	1	1	relaxase_type	MOBP1
SAMN09828468	1	1	virb4	virb4
SAMN09828468	14	11	MPF_type	MPF_F
SAMN09828469	1	1	relaxase_type	MOBC
SAMN09828469	2	1	relaxase_type	MOBF
SAMN09828469	2	1	relaxase_type	MOBP1
SAMN09828469	2	1	relaxase_type	MOBQ
SAMN09828469	3	1	virb4	virb4
SAMN09828469	23	10	MPF_type	MPF_F
SAMN09828469	15	15	MPF_type	MPF_I
SAMN09828469	4	4	MPF_type	MPF_T
SAMN09828470	1	1	MPF_type	MPF_T
SAMN09828473	1	1	relaxase_type	MOBF
SAMN09828473	1	1	virb4	virb4
SAMN09828473	10	10	MPF_type	MPF_F
SAMN09849953	1	1	relaxase_type	MOBF
SAMN09849953	2	1	relaxase_type	MOBP1
SAMN09849953	3	1	relaxase_type	MOBQ
SAMN09849953	1	1	virb4	virb4
SAMN09849953	10	10	MPF_type	MPF_F
SAMN09849953	15	15	MPF_type	MPF_I
SAMN09849954	1	1	relaxase_type	MOBF
SAMN09849954	1	1	virb4	virb4
SAMN09849954	12	11	MPF_type	MPF_F
SAMN09849957	1	1	relaxase_type	MOBF
SAMN09849957	1	1	relaxase_type	MOBQ
SAMN09849957	2	1	virb4	virb4
SAMN09849957	10	10	MPF_type	MPF_F
SAMN09849957	6	6	MPF_type	MPF_T
SAMN09849958	1	1	MPF_type	MPF_T
SAMN09849962	1	1	relaxase_type	MOBF
SAMN09849962	1	1	relaxase_type	MOBP1
SAMN09849962	1	1	virb4	virb4
SAMN09849962	10	10	MPF_type	MPF_F
SAMN09849964	1	1	relaxase_type	MOBP1
SAMN09849964	1	1	relaxase_type	MOBQ
SAMN09849964	2	1	MPF_type	MPF_F
SAMN09849965	1	1	relaxase_type	MOBF
SAMN09849965	1	1	virb4	virb4
SAMN09849965	10	10	MPF_type	MPF_F
SAMN09849966	1	1	relaxase_type	MOBF
SAMN09849966	3	1	relaxase_type	MOBP1
SAMN09849966	2	1	relaxase_type	MOBQ
SAMN09849966	2	1	virb4	virb4
SAMN09849966	10	10	MPF_type	MPF_F
SAMN09849966	1	1	MPF_type	MPF_G
SAMN09849966	10	6	MPF_type	MPF_T
SAMN09849968	1	1	relaxase_type	MOBF
SAMN09849968	1	1	relaxase_type	MOBP1
SAMN09849968	2	1	virb4	virb4
SAMN09849968	19	18	MPF_type	MPF_G
SAMN09849968	8	6	MPF_type	MPF_T
SAMN09849970	1	1	relaxase_type	MOBF
SAMN09849970	1	1	relaxase_type	MOBP1
SAMN09849970	2	1	virb4	virb4
SAMN09849970	10	10	MPF_type	MPF_F
SAMN09849970	6	6	MPF_type	MPF_T
SAMN09866598	1	1	relaxase_type	MOBF
SAMN09866598	1	1	relaxase_type	MOBP1
SAMN09866598	1	1	relaxase_type	MOBQ
SAMN09866598	1	1	virb4	virb4
SAMN09866598	11	10	MPF_type	MPF_F
SAMN09914039	1	1	relaxase_type	MOBC
SAMN09914039	1	1	relaxase_type	MOBF
SAMN09914039	2	1	virb4	virb4
SAMN09914039	10	10	MPF_type	MPF_F
SAMN09914039	5	4	MPF_type	MPF_T
SAMN09914104	1	1	relaxase_type	MOBF
SAMN09914104	2	1	relaxase_type	MOBP1
SAMN09914104	2	1	relaxase_type	MOBQ
SAMN09914104	1	1	virb4	virb4
SAMN09914104	10	10	MPF_type	MPF_F
SAMN09914104	15	15	MPF_type	MPF_I
SAMN09914106	1	1	relaxase_type	MOBF
SAMN09914106	1	1	virb4	virb4
SAMN09914106	10	10	MPF_type	MPF_F
SAMN09917917	1	1	relaxase_type	MOBF
SAMN09917917	1	1	relaxase_type	MOBP1
SAMN09917917	1	1	relaxase_type	MOBQ
SAMN09917917	1	1	virb4	virb4
SAMN09917917	10	10	MPF_type	MPF_F
SAMN09917918	1	1	MPF_type	MPF_T
SAMN09917919	1	1	relaxase_type	MOBF
SAMN09917919	1	1	relaxase_type	MOBQ
SAMN09917919	1	1	virb4	virb4
SAMN09917919	10	10	MPF_type	MPF_F
SAMN09917919	1	1	MPF_type	MPF_T
SAMN09954439	1	1	relaxase_type	MOBF
SAMN09954439	2	1	virb4	virb4
SAMN09954439	14	10	MPF_type	MPF_F
SAMN09954439	6	6	MPF_type	MPF_T
SAMN09954442	2	1	relaxase_type	MOBF
SAMN09954442	1	1	relaxase_type	MOBP1
SAMN09954442	1	1	virb4	virb4
SAMN09954442	24	10	MPF_type	MPF_F
SAMN09954442	15	15	MPF_type	MPF_I
SAMN09954442	2	1	MPF_type	MPF_T
SAMN09954463	1	1	relaxase_type	MOBF
SAMN09954463	1	1	relaxase_type	MOBP1
SAMN09954463	1	1	virb4	virb4
SAMN09954463	10	10	MPF_type	MPF_F
SAMN09954465	1	1	relaxase_type	MOBF
SAMN09954465	1	1	virb4	virb4
SAMN09954465	10	10	MPF_type	MPF_F
SAMN09954465	1	1	MPF_type	MPF_G
SAMN09980185	1	1	relaxase_type	MOBF
SAMN09980185	2	1	relaxase_type	MOBP1
SAMN09980185	1	1	virb4	virb4
SAMN09980185	10	10	MPF_type	MPF_F
SAMN09980185	15	15	MPF_type	MPF_I
SAMN09980186	1	1	relaxase_type	MOBF
SAMN09980186	1	1	virb4	virb4
SAMN09980186	12	10	MPF_type	MPF_F
SAMN09980187	2	1	relaxase_type	MOBP1
SAMN09980187	3	1	MPF_type	MPF_F
SAMN09980188	1	1	relaxase_type	MOBF
SAMN09980188	1	1	virb4	virb4
SAMN09980188	10	10	MPF_type	MPF_F
SAMN09980189	1	1	relaxase_type	MOBF
SAMN09980189	1	1	relaxase_type	MOBP1
SAMN09980189	1	1	virb4	virb4
SAMN09980189	13	10	MPF_type	MPF_F
SAMN09980192	1	1	relaxase_type	MOBF
SAMN09980192	1	1	relaxase_type	MOBP1
SAMN09980192	1	1	relaxase_type	MOBQ
SAMN09980192	3	1	virb4	virb4
SAMN09980192	10	10	MPF_type	MPF_F
SAMN09980192	11	6	MPF_type	MPF_T
SAMN09980197	1	1	relaxase_type	MOBF
SAMN09980197	1	1	virb4	virb4
SAMN09980197	10	10	MPF_type	MPF_F
SAMN09980198	1	1	relaxase_type	MOBF
SAMN09980198	1	1	relaxase_type	MOBP1
SAMN09980198	1	1	virb4	virb4
SAMN09980198	4	4	MPF_type	MPF_F
SAMN09980198	18	15	MPF_type	MPF_I
SAMN09980200	1	1	relaxase_type	MOBF
SAMN09980200	1	1	virb4	virb4
SAMN09980200	10	10	MPF_type	MPF_F
